Product,Demand,Historical_Demand,Sold,Unmet,Fare,Revenue,Legs,Tasks,Assigned_Fleets,Bottleneck_Leg,Bottleneck_Shadow_Price
P016225,1.7,1.71,1.7,0.0,342.0,581.4,AA0087TFBBOD,AA0087,F16C0Y165,AA0087TFBBOD,10.995
P037632,9.2,8.93,5.1,4.1,114.0,581.4,AA0504TFBTOB -> BA2101QTDTFB,AA0504 -> BA2101,F16C0Y165 -> F0C0Y76,AA0504TFBTOB,2.535
P006236,1.75,1.24,1.75,0.0,332.0,581.0,AA0638TFBQIY -> AA0124GBJTFB,AA0638 -> AA0124,F16C0Y165 -> F16C0Y165,AA0638TFBQIY,2.1525
P044683,5.75,6.58,5.75,0.0,101.0,580.75,BA2574PBLQEY,BA2574,F0C0Y76,BA2574PBLQEY,0.0
P031475,3.95,3.85,3.95,0.0,147.0,580.65,BA2420MBYNGS,BA2420,F0C0Y76,BA2420MBYNGS,4.58
P036572,7.4,7.6,6.75,0.65,86.0,580.5,BA2167QEYTKD,super_BA2167,F16C0Y165,BA2167QEYTKD,0.475
P031629,2.65,2.85,2.65,0.0,219.0,580.35,AA0711MBYZWS,AA0711,F0C0Y76,AA0711MBYZWS,5.8
P000783,1.25,1.05,1.25,0.0,464.0,580.0,AA0082BODTFB -> AA0014TFBFXS,AA0082 -> AA0014,F16C0Y165 -> F0C0Y76,AA0014TFBFXS,7.25
P009910,2.0,1.52,2.0,0.0,290.0,580.0,AA0248MBYHEM,AA0248,F16C0Y165,AA0248MBYHEM,5.05
P016322,2.9,3.5,2.6,0.3,223.0,579.8,AA0107TFBBOD,AA0107,F0C0Y76,AA0107TFBBOD,10.1675
P020881,2.45,2.56,2.3,0.15,252.0,579.6,AA0111TFBBOD -> AA0507TOBTFB,AA0111 -> AA0507,F0C0Y76 -> F16C0Y165,AA0111TFBBOD,7.2475
P029201,3.6,3.25,3.6,0.0,161.0,579.6,BA2351HFHQEY,BA2351,F0C0Y76,BA2351HFHQEY,2.9075
P020040,3.05,2.95,3.05,0.0,190.0,579.5,AA0579TBOQEY -> AA0233TKETBO,AA0579 -> super_AA0233,F16C0Y165 -> F16C0Y165,AA0579TBOQEY,0.9125
P006850,4.95,4.37,4.95,0.0,117.0,579.15,AA0693HFHTFB -> AA0460TFBMBY,AA0693 -> AA0460,F16C0Y165 -> F16C0Y165,AA0460TFBMBY,2.535
P005944,4.3,4.66,3.0,1.3,193.0,579.0,AA0070BODKOV -> AA0190GBJBOD,super_AA0070 -> AA0190,F0C0Y76 -> F0C0Y76,AA0190GBJBOD,3.385
P020230,2.25,2.5,2.25,0.0,257.0,578.25,AA0109TFBBOD -> AA0363TNGTFB,AA0109 -> AA0363,F0C0Y76 -> F16C0Y165,AA0109TFBBOD,10.705
P007341,2.05,1.9,2.05,0.0,282.0,578.1,AA0610TFBMBT -> AA0072KOVTFB,AA0610 -> AA0072,F16C0Y165 -> F16C0Y165,AA0610TFBMBT,2.3575
P019031,11.3,12.46,7.05,4.25,82.0,578.1,AA0312TGPQTQ,super_AA0312,F0C0Y76,AA0312TGPQTQ,3.845
P006614,2.1,2.04,2.1,0.0,275.0,577.5,AA0101TFBBOD -> AA0691HFHTFB,AA0101 -> AA0691,F16C0Y165 -> F0C0Y76,AA0101TFBBOD,4.9175
P017053,3.75,3.73,3.75,0.0,154.0,577.5,AA0067TFBKOV,,,AA0067TFBKOV,0.0
P036062,8.25,8.75,8.25,0.0,70.0,577.5,BA2019QEYSEN,BA2019,F0C0Y76,BA2019QEYSEN,0.4425
P041487,5.2,5.09,5.2,0.0,111.0,577.2,BA2167TKDQTQ,super_BA2167,F16C0Y165,BA2167TKDQTQ,0.0
P032965,5.95,6.6,5.95,0.0,97.0,577.15,BA2347NTPTFB,BA2347,F16C0Y165,BA2347NTPTFB,0.29
P005623,3.15,3.96,3.15,0.0,183.0,576.45,AA0052GBJBOD,super_AA0052,F12C12Y48,AA0052GBJBOD,0.0
P032971,4.4,4.16,4.4,0.0,131.0,576.4,BA2349NTPTFB,BA2349,F0C0Y76,BA2349NTPTFB,5.3875
P039519,3.45,3.95,3.45,0.0,167.0,576.15,BA2299TFBFVH,BA2299,F16C0Y165,BA2299TFBFVH,0.0
P002352,2.0,2.25,2.0,0.0,288.0,576.0,AA0120BODTFB -> BA2043TFBQEY,AA0120 -> BA2043,F16C0Y165 -> F16C0Y165,AA0120BODTFB,6.8675
P015754,2.25,2.05,2.25,0.0,256.0,576.0,AA0233TBOTFB,super_AA0233,F16C0Y165,AA0233TBOTFB,0.0
P016743,3.6,3.83,3.6,0.0,160.0,576.0,AA0014TFBFXS,AA0014,F0C0Y76,AA0014TFBFXS,7.25
P039041,2.25,2.35,2.25,0.0,256.0,576.0,AA3481TCBTFB,AA3481,F0C0Y76,AA3481TCBTFB,6.355
P011778,69.95,65.5,7.1,62.85,81.0,575.1,AA0347PBLTFB,AA0347,F0C0Y76,AA0347PBLTFB,4.1475
P019900,4.1,4.32,3.55,0.55,162.0,575.1,BA2024TFBZWS -> AA0227TKDTFB,BA2024 -> super_AA0227,F0C0Y76 -> F16C0Y165,BA2024TFBZWS,3.955
P025805,1.35,1.3,1.35,0.0,426.0,575.1,AA0087TFBBOD -> BA2280FVHTFB,AA0087 -> BA2280,F16C0Y165 -> F0C0Y76,AA0087TFBBOD,10.995
P039597,10.45,9.37,10.45,0.0,55.0,574.75,AA0694TFBHFH,AA0694,F16C0Y165,AA0694TFBHFH,0.0
P016638,4.45,4.35,4.45,0.0,129.0,574.05,AA0678TFBEFO,AA0678,F16C0Y165,AA0678TFBEFO,0.0
P019058,4.45,4.48,4.45,0.0,129.0,574.05,AA0231TGPTFB,super_AA0231,F0C0Y76,AA0231TGPTFB,3.965
P046784,6.45,7.05,6.45,0.0,89.0,574.05,BA2576TNGQEY,BA2576,F0C0Y76,BA2576TNGQEY,1.955
P024619,8.2,8.77,8.2,0.0,70.0,574.0,BA2514CPJQEY,BA2514,F12C12Y48,BA2514CPJQEY,0.0575
P042919,7.0,7.08,7.0,0.0,82.0,574.0,BA2033ZWSTFB,BA2033,F0C0Y76,BA2033ZWSTFB,0.745
P016111,1.25,1.0,1.25,0.0,459.0,573.75,AA0187BODGBJ -> AA0055TDDBOD,AA0187,F16C0Y165,AA0187BODGBJ,0.0
P004854,3.7,3.5,3.7,0.0,155.0,573.5,BA2492TFBCMJ -> AA0673EFOTFB,BA2492 -> AA0673,F0C0Y76 -> F16C0Y165,AA0673EFOTFB,3.0175
P017127,1.55,1.35,1.55,0.0,370.0,573.5,AA0069TFBLUO,super_AA0069,F12C12Y48,AA0069TFBLUO,4.4725
P011792,2.35,2.97,2.35,0.0,244.0,573.4,AA0357PBLTFB,AA0357,F16C0Y165,AA0357PBLTFB,2.8125
P039123,2.35,3.11,2.35,0.0,244.0,573.4,BA2302TFBCJM,BA2302,F0C0Y76,BA2302TFBCJM,0.55
P016621,2.1,2.48,2.1,0.0,273.0,573.3,AA0676TFBEFO,AA0676,F16C0Y165,AA0676TFBEFO,5.4175
P029644,4.55,4.23,4.55,0.0,126.0,573.3,BA2235HFHTFB,BA2235,F0C0Y76,BA2235HFHTFB,3.7325
P038134,5.85,6.53,5.85,0.0,98.0,573.3,AA0620QEYMBT -> BA2082SENQEY,AA0620 -> BA2082,F16C0Y165 -> F0C0Y76,AA0620QEYMBT,0.0
P039666,3.9,4.33,3.9,0.0,147.0,573.3,BA2332TFBHFH,BA2332,F0C0Y76,BA2332TFBHFH,0.0
P025664,3.2,3.28,3.2,0.0,179.0,572.8,AA0456TFBMBY -> BA2155FBUTFB,AA0456 -> BA2155,F16C0Y165 -> F0C0Y76,AA0456TFBMBY,4.165
P000498,4.85,5.28,4.85,0.0,118.0,572.3,AA0066BODDEW,super_AA0066,F12C12Y48,AA0066BODDEW,0.5975
P036835,2.95,2.63,2.95,0.0,194.0,572.3,BA2450QEYZWS,BA2450,F0C0Y76,BA2450QEYZWS,0.875
P041035,6.65,6.21,6.65,0.0,86.0,571.9,BA2002TFBZLN,BA2002,F16C0Y165,BA2002TFBZLN,0.0
P039065,8.4,8.64,8.4,0.0,68.0,571.2,BA2096TFBBMX,BA2096,F12C12Y48,BA2096TFBBMX,2.2825
P042782,4.8,5.18,4.8,0.0,119.0,571.2,BA2435ZWSQEY,BA2435,F0C0Y76,BA2435ZWSQEY,1.2275
P045866,2.55,2.8,2.55,0.0,224.0,571.2,BA2633QEYTNG,BA2633,F0C0Y76,BA2633QEYTNG,3.625
P043465,3.5,3.28,3.5,0.0,163.0,570.5,BA2119ZZDTFB,BA2119,F0C0Y76,BA2119ZZDTFB,0.0
P040544,7.5,7.6,7.5,0.0,76.0,570.0,BA2100TFBQTD,BA2100,F0C0Y76,BA2100TFBQTD,1.195
P031216,2.15,2.27,2.15,0.0,265.0,569.75,BA2204TFBZWS -> AA0731JBITFB,BA2204 -> super_AA0731,F0C0Y72 -> F16C0Y165,AA0731JBITFB,5.445
P040724,3.2,3.72,3.2,0.0,178.0,569.6,BA2441TFBSOP,BA2441,F0C0Y76,BA2441TFBSOP,0.45
P007669,3.6,4.24,3.6,0.0,158.0,568.8,AA0061KOVZBL,super_AA0061,F12C12Y48,AA0061KOVZBL,0.0
P016976,7.9,7.72,7.9,0.0,72.0,568.8,AA0690TFBHFH,AA0690,F0C0Y76,AA0690TFBHFH,0.8825
P017670,3.6,4.21,3.6,0.0,158.0,568.8,AA0638TFBQIY,AA0638,F16C0Y165,AA0638TFBQIY,2.1525
P001181,3.25,3.08,3.25,0.0,175.0,568.75,AA0066BODKOV,,,AA0066BODKOV,0.0
P012486,2.8,2.26,2.8,0.0,203.0,568.4,BA2494TFBCMJ -> AA0029PSETFB,BA2494 -> AA0029,F0C0Y76 -> F16C0Y165,AA0029PSETFB,6.055
P017358,1.45,1.41,1.45,0.0,392.0,568.4,AA0018TFBNDP,AA0018,F16C0Y165,AA0018TFBNDP,8.1525
P041128,2.9,2.15,2.9,0.0,196.0,568.4,BA2264TFBZWS,BA2264,F12C12Y48,BA2264TFBZWS,0.0
P039500,3.55,2.98,3.55,0.0,160.0,568.0,BA2281TFBFVH,BA2281,F0C0Y76,BA2281TFBFVH,0.24
P039717,3.4,3.65,3.4,0.0,167.0,567.8,BA2410TFBHFH,BA2410,F12C12Y48,BA2410TFBHFH,2.3825
P010652,3.1,3.15,3.1,0.0,183.0,567.3,AA0451MBYTFB,AA0451,F16C0Y165,AA0451MBYTFB,4.1725
P017195,2.85,2.64,2.85,0.0,199.0,567.15,AA0610TFBMBT,AA0610,F16C0Y165,AA0610TFBMBT,2.3575
P039943,2.85,2.3,2.85,0.0,199.0,567.15,AA3474TFBMHC,AA3474,F0C0Y76,AA3474TFBMHC,3.65
P041777,1.05,1.21,1.05,0.0,540.0,567.0,BA2473TUTMBT,super_BA2473,F0C0Y76,BA2473TUTMBT,5.5425
P039062,9.9,9.84,8.85,1.05,64.0,566.4,BA2096TFBBMX,BA2096,F12C12Y48,BA2096TFBBMX,2.2825
P032675,3.85,3.79,3.85,0.0,147.0,565.95,BA2056QEYTFB -> BA2094NGSQEY,BA2056 -> BA2094,F0C0Y72 -> F0C0Y76,BA2094NGSQEY,0.7375
P011690,4.6,3.26,4.6,0.0,123.0,565.8,AA0698TFBHFH -> AA0349PBLTFB,AA0698 -> AA0349,F16C0Y165 -> F0C0Y76,AA0349PBLTFB,3.0375
P047119,3.45,3.72,3.45,0.0,164.0,565.8,BA2579ZFHTFB,BA2579,F0C0Y76,BA2579ZFHTFB,0.0
P043580,2.8,2.78,2.8,0.0,202.0,565.6,AA0604TFBMBT -> BA2383ZZKTFB,AA0604 -> BA2383,F16C0Y165 -> F16C0Y165,AA0604TFBMBT,3.6125
P017958,4.35,3.42,4.35,0.0,130.0,565.5,AA0302TFBTGP,super_AA0302,F16C0Y165,AA0302TFBTGP,1.67
P032510,4.25,4.32,4.25,0.0,133.0,565.25,BA2098NGSQEY,BA2098,F0C0Y76,BA2098NGSQEY,0.8325
P039117,5.65,5.79,5.65,0.0,100.0,565.0,BA2302TFBCJM,BA2302,F0C0Y76,BA2302TFBCJM,0.55
P010056,2.1,2.21,2.1,0.0,269.0,564.9,BA2350QEYHFH -> AA0563MBYQEY,BA2350 -> AA0563,F0C0Y76 -> F16C0Y165,AA0563MBYQEY,4.18
P019118,2.1,2.56,2.1,0.0,269.0,564.9,AA0317TGPTFB,super_AA0317,F16C0Y165,AA0317TGPTFB,1.545
P005402,2.25,3.07,2.25,0.0,251.0,564.75,BA2204TFBZWS -> AA0663EGXTFB,BA2204 -> AA0663,F0C0Y72 -> F0C0Y76,AA0663EGXTFB,7.1
P040144,3.55,3.67,3.55,0.0,159.0,564.45,BA2396TFBNTP,BA2396,F0C0Y76,BA2396TFBNTP,3.8075
P030133,2.7,2.48,2.7,0.0,209.0,564.3,AA0362TFBTNG -> BA2235HFHTFB,AA0362 -> BA2235,F16C0Y165 -> F0C0Y76,BA2235HFHTFB,3.7325
P039496,5.7,5.92,5.7,0.0,99.0,564.3,BA2281TFBFVH,BA2281,F0C0Y76,BA2281TFBFVH,0.24
P039507,5.7,5.29,5.7,0.0,99.0,564.3,BA2295TFBFVH,BA2295,F0C0Y76,BA2295TFBFVH,0.0
P045455,4.95,5.64,4.95,0.0,114.0,564.3,BA2589QEYPBL,BA2589,F0C0Y76,BA2589QEYPBL,0.1025
P026957,2.6,2.93,2.6,0.0,217.0,564.2,BA2289GDBTFB,BA2289,F0C0Y76,BA2289GDBTFB,0.5675
P031005,1.4,1.49,1.4,0.0,403.0,564.2,AA0871IOMBOD,AA0871,F16C0Y165,AA0871IOMBOD,11.65
P032546,6.0,6.01,6.0,0.0,94.0,564.0,AA0634QEYQIY -> BA2092NGSQEY,AA0634 -> super_BA2092,F16C0Y165 -> F0C0Y76,BA2092NGSQEY,0.13
P027129,2.3,2.58,2.05,0.25,275.0,563.75,AA0107TFBBOD -> BA2249HFHTFB,AA0107 -> BA2249,F0C0Y76 -> F12C12Y48,AA0107TFBBOD,10.1675
P027239,2.05,1.7,2.05,0.0,275.0,563.75,AA0089TFBBOD -> BA2369HFHTFB,AA0089 -> BA2369,F16C0Y165 -> F0C0Y76,AA0089TFBBOD,8.015
