Product,Max_Demand,Sold_Tickets,Legs,Tasks,Assigned_Fleets
P012157,0.51,0.51,BA2011TFBNGS -> AA0539POUTFB,BA2011 -> AA0539,F16C0Y165 -> F16C0Y165
P012160,0.54,0.54,BA2011TFBNGS -> AA0539POUTFB,BA2011 -> AA0539,F16C0Y165 -> F16C0Y165
P012166,0.22,0.22,BA2135TFBQEY -> AA0531POUTFB,BA2135 -> AA0531,F16C0Y165 -> F0C0Y76
P012177,0.5900000000000001,0.59,BA2181TFBQEY -> AA0533POUTFB,BA2181 -> AA0533,F16C0Y165 -> F16C0Y165
P012181,0.02,0.02,BA2181TFBQEY -> AA0533POUTFB,BA2181 -> AA0533,F16C0Y165 -> F16C0Y165
P012182,0.81,0.81,BA2181TFBQEY -> AA0533POUTFB,BA2181 -> AA0533,F16C0Y165 -> F16C0Y165
P012199,0.26,0.26,BA2039TFBQEY -> AA0539POUTFB,BA2039 -> AA0539,F16C0Y165 -> F16C0Y165
P012201,5.680751374075606,5.68,BA2039TFBQEY -> AA0539POUTFB,BA2039 -> AA0539,F16C0Y165 -> F16C0Y165
P012219,11.540428231580863,11.54,BA2051TFBQEY -> AA0539POUTFB,BA2051 -> AA0539,F16C0Y165 -> F16C0Y165
P012234,0.67,0.67,BA2104TFBQTD -> AA0539POUTFB,BA2104 -> AA0539,F0C0Y76 -> F16C0Y165
P012235,19.858664899645504,19.61,BA2104TFBQTD -> AA0539POUTFB,BA2104 -> AA0539,F0C0Y76 -> F16C0Y165
P012237,0.66,0.66,BA2104TFBQTD -> AA0539POUTFB,BA2104 -> AA0539,F0C0Y76 -> F16C0Y165
P012241,11.41227726916626,11.41,BA2104TFBQTD -> AA0539POUTFB,BA2104 -> AA0539,F0C0Y76 -> F16C0Y165
P012256,0.28,0.28,BA2273TFBSEN -> AA0539POUTFB,BA2273 -> AA0539,F16C0Y165 -> F16C0Y165
P012257,19.835519492310517,19.84,BA2273TFBSEN -> AA0539POUTFB,BA2273 -> AA0539,F16C0Y165 -> F16C0Y165
P012259,0.31,0.31,BA2273TFBSEN -> AA0539POUTFB,BA2273 -> AA0539,F16C0Y165 -> F16C0Y165
P012267,4.34,4.34,AA0531POUTFB,AA0531,F0C0Y76
P012268,22.520000000000003,22.52,AA0531POUTFB,AA0531,F0C0Y76
P012269,14.250522271486648,14.25,AA0531POUTFB,AA0531,F0C0Y76
P012270,8.749999999999998,8.75,AA0531POUTFB,AA0531,F0C0Y76
P012271,8.07,3.28,AA0531POUTFB,AA0531,F0C0Y76
P012274,15.593295967397005,15.59,AA0531POUTFB,AA0531,F0C0Y76
P012275,3.85,3.85,AA0531POUTFB,AA0531,F0C0Y76
P012276,3.59,3.59,AA0533POUTFB,AA0533,F16C0Y165
P012277,48.53,25.86,AA0533POUTFB,AA0533,F16C0Y165
P012278,6.408548549886447,6.41,AA0533POUTFB,AA0533,F16C0Y165
P012279,29.800000000000004,29.8,AA0533POUTFB,AA0533,F16C0Y165
P012280,18.35,18.35,AA0533POUTFB,AA0533,F16C0Y165
P012281,5.19,5.19,AA0533POUTFB,AA0533,F16C0Y165
P012282,9.06,9.06,AA0533POUTFB,AA0533,F16C0Y165
P012283,3.150948474012464,3.15,AA0533POUTFB,AA0533,F16C0Y165
P012285,12.010000000000002,12.01,AA0533POUTFB,AA0533,F16C0Y165
P012286,5.090000000000001,5.09,AA0533POUTFB,AA0533,F16C0Y165
P012287,0.94,0.94,AA0539POUTFB,AA0539,F16C0Y165
P012288,45.06367001558053,27.38,AA0539POUTFB,AA0539,F16C0Y165
P012289,3.75,3.75,AA0539POUTFB,AA0539,F16C0Y165
P012290,14.010000000000002,14.01,AA0539POUTFB,AA0539,F16C0Y165
P012291,4.84,4.84,AA0539POUTFB,AA0539,F16C0Y165
P012292,8.09,8.09,AA0539POUTFB,AA0539,F16C0Y165
P012293,10.009999999999998,10.01,AA0539POUTFB,AA0539,F16C0Y165
P012296,12.045726640476618,12.05,AA0539POUTFB,AA0539,F16C0Y165
P012297,1.0,1.0,AA0539POUTFB,AA0539,F16C0Y165
P012312,19.713304906274388,19.71,BA2314TFBZWS -> AA0533POUTFB,BA2314 -> AA0533,F16C0Y165 -> F16C0Y165
P012330,5.568432339266027,5.57,BA2266TFBZWS -> AA0539POUTFB,BA2266 -> AA0539,F16C0Y165 -> F16C0Y165
P012332,17.16643196674736,17.17,AA0049BODBER -> AA0139PSEBOD,AA0049 -> AA0139,F16C0Y165 -> F16C0Y165
P012333,5.846038812520327,5.85,AA0049BODBER -> AA0139PSEBOD,AA0049 -> AA0139,F16C0Y165 -> F16C0Y165
P012334,19.301845632384243,19.3,AA0049BODBER -> AA0139PSEBOD,AA0049 -> AA0139,F16C0Y165 -> F16C0Y165
P012335,12.027931284623085,12.03,AA0049BODBER -> AA0139PSEBOD,AA0049 -> AA0139,F16C0Y165 -> F16C0Y165
P012339,22.79712249483576,22.8,AA0049BODBER -> AA0139PSEBOD,AA0049 -> AA0139,F16C0Y165 -> F16C0Y165
P012340,11.321858241783838,11.32,AA0049BODBER -> AA0139PSEBOD,AA0049 -> AA0139,F16C0Y165 -> F16C0Y165
P012341,2.16,2.16,AA0049BODBER -> AA0139PSEBOD,AA0049 -> AA0139,F16C0Y165 -> F16C0Y165
P012415,3.268227773806659,3.27,AA0121TFBBOD -> AA0029PSETFB,AA0121 -> AA0029,F16C0Y165 -> F16C0Y165
P012430,2.12,2.12,AA0139PSEBOD,AA0139,F16C0Y165
P012432,16.060000000000002,16.06,AA0139PSEBOD,AA0139,F16C0Y165
P012434,13.209999999999996,13.21,AA0139PSEBOD,AA0139,F16C0Y165
P012435,4.82,4.82,AA0139PSEBOD,AA0139,F16C0Y165
P012437,4.88,4.88,AA0139PSEBOD,AA0139,F16C0Y165
P012440,20.66,2.67,AA0139PSEBOD,AA0139,F16C0Y165
P012461,12.482217132822466,5.14,BA2486TFBCMJ -> AA0021PSETFB,BA2486 -> AA0021,F16C0Y165 -> F16C0Y165
P012462,5.563756134659494,5.56,BA2486TFBCMJ -> AA0021PSETFB,BA2486 -> AA0021,F16C0Y165 -> F16C0Y165
P012473,0.39,0.39,BA2488TFBCMJ -> AA0021PSETFB,BA2488 -> AA0021,F16C0Y165 -> F16C0Y165
P012476,5.720024661479124,5.72,BA2492TFBCMJ -> AA0023PSETFB,BA2492 -> AA0023,F16C0Y165 -> F16C0Y165
P012478,12.198070625063504,12.2,BA2492TFBCMJ -> AA0023PSETFB,BA2492 -> AA0023,F16C0Y165 -> F16C0Y165
P012486,17.838052013688724,17.84,BA2494TFBCMJ -> AA0029PSETFB,BA2494 -> AA0029,F16C0Y165 -> F16C0Y165
P012531,0.02,0.02,AA0051BODGBJ -> AA0139PSEBOD,super_AA0051 -> AA0139,F0C0Y76 -> F16C0Y165
P012534,0.02,0.02,AA0051BODGBJ -> AA0139PSEBOD,super_AA0051 -> AA0139,F0C0Y76 -> F16C0Y165
P012541,4.83,2.7,AA0187BODGBJ -> AA0139PSEBOD,AA0187 -> AA0139,F16C0Y165 -> F16C0Y165
P012542,0.02,0.02,AA0187BODGBJ -> AA0139PSEBOD,AA0187 -> AA0139,F16C0Y165 -> F16C0Y165
P012543,0.02,0.02,AA0187BODGBJ -> AA0139PSEBOD,AA0187 -> AA0139,F16C0Y165 -> F16C0Y165
P012544,0.81,0.81,AA0187BODGBJ -> AA0139PSEBOD,AA0187 -> AA0139,F16C0Y165 -> F16C0Y165
P012545,3.68,3.68,AA0187BODGBJ -> AA0139PSEBOD,AA0187 -> AA0139,F16C0Y165 -> F16C0Y165
P012549,0.39,0.39,AA0187BODGBJ -> AA0139PSEBOD,AA0187 -> AA0139,F16C0Y165 -> F16C0Y165
P012550,0.92,0.92,AA0187BODGBJ -> AA0139PSEBOD,AA0187 -> AA0139,F16C0Y165 -> F16C0Y165
P012552,1.21,1.21,AA0189BODGBJ -> AA0139PSEBOD,AA0189 -> AA0139,F16C0Y165 -> F16C0Y165
P012553,0.02,0.02,AA0189BODGBJ -> AA0139PSEBOD,AA0189 -> AA0139,F16C0Y165 -> F16C0Y165
P012554,0.02,0.02,AA0189BODGBJ -> AA0139PSEBOD,AA0189 -> AA0139,F16C0Y165 -> F16C0Y165
P012555,0.02,0.02,AA0189BODGBJ -> AA0139PSEBOD,AA0189 -> AA0139,F16C0Y165 -> F16C0Y165
P012556,0.02,0.02,AA0189BODGBJ -> AA0139PSEBOD,AA0189 -> AA0139,F16C0Y165 -> F16C0Y165
P012560,1.28,1.28,AA0189BODGBJ -> AA0139PSEBOD,AA0189 -> AA0139,F16C0Y165 -> F16C0Y165
P012564,4.05,4.05,AA0690TFBHFH -> AA0021PSETFB,AA0690 -> AA0021,F16C0Y165 -> F16C0Y165
P012597,0.98,0.98,AA0698TFBHFH -> AA0029PSETFB,AA0698 -> AA0029,F16C0Y165 -> F16C0Y165
P012599,12.20192424966444,12.2,AA0698TFBHFH -> AA0029PSETFB,AA0698 -> AA0029,F16C0Y165 -> F16C0Y165
P012608,5.74391140657664,5.74,AA0683PSEQEY -> BA2358QEYHFH,AA0683 -> BA2358,F16C0Y165 -> F16C0Y165
P012610,12.20192424966444,12.2,AA0683PSEQEY -> BA2358QEYHFH,AA0683 -> BA2358,F16C0Y165 -> F16C0Y165
P012619,6.403581795851627,6.4,AA0851TFBIOM -> AA0021PSETFB,AA0851 -> AA0021,F16C0Y165 -> F16C0Y165
P012622,4.894546530532283,4.89,AA0851TFBIOM -> AA0021PSETFB,AA0851 -> AA0021,F16C0Y165 -> F16C0Y165
P012627,0.93,0.93,AA0851TFBIOM -> AA0021PSETFB,AA0851 -> AA0021,F16C0Y165 -> F16C0Y165
P012628,0.6699999999999999,0.67,AA0859TFBIOM -> AA0023PSETFB,AA0859 -> AA0023,F16C0Y165 -> F16C0Y165
P012633,5.398310793527943,5.4,AA0859TFBIOM -> AA0023PSETFB,AA0859 -> AA0023,F16C0Y165 -> F16C0Y165
P012635,0.51,0.51,AA0859TFBIOM -> AA0023PSETFB,AA0859 -> AA0023,F16C0Y165 -> F16C0Y165
P012643,12.1444518964007,12.14,AA0069TFBKOV -> AA0023PSETFB,AA0023,F16C0Y165
P012648,11.453301499929562,11.45,AA0069TFBKOV -> AA0023PSETFB,AA0023,F16C0Y165
P012649,0.73,0.73,AA0069TFBKOV -> AA0023PSETFB,AA0023,F16C0Y165
P012664,19.46411817996101,19.46,AA0066BODKOV -> AA0139PSEBOD,AA0139,F16C0Y165
P012675,19.7057351629699,0.24,AA0021PSETFB -> AA0067TFBLUO,AA0021 -> super_AA0067,F16C0Y165 -> F16C0Y165
P012676,41.51542062445167,41.52,AA0021PSETFB -> AA0067TFBLUO,AA0021 -> super_AA0067,F16C0Y165 -> F16C0Y165
P012681,11.706610743913805,11.71,AA0021PSETFB -> AA0067TFBLUO,AA0021 -> super_AA0067,F16C0Y165 -> F16C0Y165
P012686,19.82012959248692,19.82,AA0023PSETFB -> AA0069TFBLUO,AA0023 -> super_AA0069,F16C0Y165 -> F16C0Y165
P012687,12.716953643701707,12.72,AA0023PSETFB -> AA0069TFBLUO,AA0023 -> super_AA0069,F16C0Y165 -> F16C0Y165
P012692,11.819091590372956,11.82,AA0023PSETFB -> AA0069TFBLUO,AA0023 -> super_AA0069,F16C0Y165 -> F16C0Y165
P012699,0.78,0.78,BA2015TFBQEY -> AA0021PSETFB,BA2015 -> AA0021,F16C0Y165 -> F16C0Y165
P012705,0.53,0.53,BA2043TFBQEY -> AA0021PSETFB,BA2043 -> AA0021,F16C0Y165 -> F16C0Y165
P012707,5.7160670621993015,5.72,BA2043TFBQEY -> AA0021PSETFB,BA2043 -> AA0021,F16C0Y165 -> F16C0Y165
P012723,1.2600000000000002,1.26,BA2047TFBQEY -> AA0023PSETFB,BA2047 -> AA0023,F16C0Y165 -> F16C0Y165
P012749,2.14,2.14,AA0683PSEQEY,AA0683,F16C0Y165
P012751,3.99,3.99,AA0683PSEQEY,AA0683,F16C0Y165
P012752,45.2,45.2,AA0683PSEQEY,AA0683,F16C0Y165
P012753,13.09,13.09,AA0683PSEQEY,AA0683,F16C0Y165
P012754,3.52,3.52,AA0683PSEQEY,AA0683,F16C0Y165
P012755,9.649070913265742,9.65,AA0683PSEQEY,AA0683,F16C0Y165
P012758,35.39000000000001,35.39,AA0683PSEQEY,AA0683,F16C0Y165
P012759,3.72,3.72,AA0683PSEQEY,AA0683,F16C0Y165
P012760,2.169999999999999,2.17,AA0021PSETFB,AA0021,F16C0Y165
P012762,11.5,11.5,AA0021PSETFB,AA0021,F16C0Y165
P012764,16.519999999999996,16.52,AA0021PSETFB,AA0021,F16C0Y165
P012765,6.249999999999999,6.25,AA0021PSETFB,AA0021,F16C0Y165
P012769,55.75,32.31,AA0021PSETFB,AA0021,F16C0Y165
P012770,8.38,8.38,AA0021PSETFB,AA0021,F16C0Y165
P012771,3.86,3.86,AA0023PSETFB,AA0023,F16C0Y165
P012773,11.14,11.14,AA0023PSETFB,AA0023,F16C0Y165
P012775,35.959999999999994,28.85,AA0023PSETFB,AA0023,F16C0Y165
P012776,7.000000000000002,7.0,AA0023PSETFB,AA0023,F16C0Y165
P012778,0.5900000000000001,0.59,AA0023PSETFB,AA0023,F16C0Y165
P012781,7.069999999999999,7.07,AA0023PSETFB,AA0023,F16C0Y165
P012782,3.09,3.09,AA0029PSETFB,AA0029,F16C0Y165
P012783,52.73,37.25,AA0029PSETFB,AA0029,F16C0Y165
P012784,7.830000000000001,7.83,AA0029PSETFB,AA0029,F16C0Y165
P012785,16.05,16.05,AA0029PSETFB,AA0029,F16C0Y165
P012786,5.22,5.22,AA0029PSETFB,AA0029,F16C0Y165
P012787,2.76,2.76,AA0029PSETFB,AA0029,F16C0Y165
P012788,8.120000000000001,8.12,AA0029PSETFB,AA0029,F16C0Y165
P012791,45.900000000000006,45.9,AA0029PSETFB,AA0029,F16C0Y165
P012792,4.16,4.16,AA0029PSETFB,AA0029,F16C0Y165
P012797,12.4591825788463,12.46,BA2056QEYTFB -> AA0683PSEQEY,BA2056 -> AA0683,F16C0Y165 -> F16C0Y165
P012802,11.419078793221214,11.42,BA2056QEYTFB -> AA0683PSEQEY,BA2056 -> AA0683,F16C0Y165 -> F16C0Y165
P012807,19.45317273729525,6.48,BA2174QEYTFB -> AA0683PSEQEY,BA2174 -> AA0683,F16C0Y165 -> F16C0Y165
P012830,12.046519241552186,12.05,BA2242TFBZWS -> AA0023PSETFB,BA2242 -> AA0023,F16C0Y165 -> F16C0Y165
P012847,0.33,0.33,BA2204TFBZWS -> AA0029PSETFB,BA2204 -> AA0029,F16C0Y165 -> F16C0Y165
P012861,1.58,1.58,AA0151PUABOD,,
P012863,13.418328746328248,13.42,AA0151PUABOD,,
P012864,0.98,0.98,AA0151PUABOD,,
P012865,8.219744998033939,8.22,AA0151PUABOD,,
P012868,11.547495345579843,11.55,AA0151PUABOD,,
P012869,4.630000000000001,4.63,AA0151PUABOD,,
P012872,9.26,9.26,AA0152PUABOD,super_AA0152,F16C0Y165
P012873,19.49339493458433,19.49,AA0152PUABOD,super_AA0152,F16C0Y165
P012874,16.49596604895088,16.5,AA0152PUABOD,super_AA0152,F16C0Y165
P012875,4.04,4.04,AA0152PUABOD,super_AA0152,F16C0Y165
P012876,8.946196332393644,8.95,AA0152PUABOD,super_AA0152,F16C0Y165
P012879,11.695540741560398,11.7,AA0152PUABOD,super_AA0152,F16C0Y165
P012880,22.31,22.31,AA0152PUABOD,super_AA0152,F16C0Y165
P012883,2.37,2.37,AA0153PUABOD,,
P012885,3.64,3.64,AA0153PUABOD,,
P012886,2.71,2.71,AA0153PUABOD,,
P012887,5.35,5.35,AA0153PUABOD,,
P012889,22.90579527985709,22.91,AA0153PUABOD,,
P012890,12.0819756463063,12.08,AA0153PUABOD,,
P012891,7.91,7.91,AA0153PUABOD,,
P012896,12.279660424147163,12.28,AA0187BODGBJ -> AA0151PUABOD,AA0187,F16C0Y165
P012907,2.5700000000000003,2.57,AA0191BODGBJ -> AA0152PUABOD,AA0191 -> super_AA0152,F16C0Y165 -> F16C0Y165
P012918,1.04,1.04,AA0195BODGBJ -> AA0153PUABOD,AA0195,F0C0Y76
P012927,0.33,0.33,AA0151PUAPNF,super_AA0151,F0C0Y76
P012938,1.0,1.0,AA0153PUAPNF,super_AA0153,F0C0Y76
P012942,8.223699092306736,8.22,AA0153PUAPNF,super_AA0153,F0C0Y76
P012945,11.66252501717818,11.66,AA0153PUAPNF,super_AA0153,F0C0Y76
P012946,0.33,0.33,AA0153PUAPNF,super_AA0153,F0C0Y76
P012947,2.62,2.62,AA0135QEYBOD,AA0135,F16C0Y165
P012949,20.130000000000003,20.13,AA0135QEYBOD,AA0135,F16C0Y165
P012950,30.773454839884124,30.77,AA0135QEYBOD,AA0135,F16C0Y165
P012951,12.802670940137643,12.8,AA0135QEYBOD,AA0135,F16C0Y165
P012952,7.991575385516042,7.99,AA0135QEYBOD,AA0135,F16C0Y165
P012954,3.4918420205553238,3.49,AA0135QEYBOD,AA0135,F16C0Y165
P012956,1.56,1.56,AA0135QEYBOD,AA0135,F16C0Y165
P012957,4.03,4.03,AA0135QEYBOD,AA0135,F16C0Y165
P012958,2.8599999999999994,2.86,AA0137QEYBOD,AA0137,F16C0Y165
P012960,6.020000000000001,6.02,AA0137QEYBOD,AA0137,F16C0Y165
P012962,12.60738894726292,12.61,AA0137QEYBOD,AA0137,F16C0Y165
P012963,7.080000000000001,7.08,AA0137QEYBOD,AA0137,F16C0Y165
P012965,2.16,2.16,AA0137QEYBOD,AA0137,F16C0Y165
P012967,19.335595869192076,18.27,AA0137QEYBOD,AA0137,F16C0Y165
P012968,7.98,7.98,AA0137QEYBOD,AA0137,F16C0Y165
P012969,0.8800000000000001,0.88,AA0143QEYBOD,AA0143,F16C0Y165
P012971,3.73,3.73,AA0143QEYBOD,AA0143,F16C0Y165
P012972,14.630000000000004,0.71,AA0143QEYBOD,AA0143,F16C0Y165
P012973,12.378606785550954,12.38,AA0143QEYBOD,AA0143,F16C0Y165
P012974,4.34,4.34,AA0143QEYBOD,AA0143,F16C0Y165
P012976,0.55,0.55,AA0143QEYBOD,AA0143,F16C0Y165
P012978,11.853467061635754,11.85,AA0143QEYBOD,AA0143,F16C0Y165
P012979,2.59,2.59,AA0143QEYBOD,AA0143,F16C0Y165
P012980,4.55,4.55,AA0030QEYCPT,AA0030,F16C0Y165
P012981,69.77,29.38,AA0030QEYCPT,AA0030,F16C0Y165
P012982,16.7,16.7,AA0030QEYCPT,AA0030,F16C0Y165
P012983,36.54999999999999,36.55,AA0030QEYCPT,AA0030,F16C0Y165
P012984,17.86064603449541,17.86,AA0030QEYCPT,AA0030,F16C0Y165
P012985,6.44,6.44,AA0030QEYCPT,AA0030,F16C0Y165
P012986,10.542401097737317,10.54,AA0030QEYCPT,AA0030,F16C0Y165
P012987,2.58,2.58,AA0030QEYCPT,AA0030,F16C0Y165
P012989,16.898778577444272,16.9,AA0030QEYCPT,AA0030,F16C0Y165
P012990,5.4,5.4,AA0030QEYCPT,AA0030,F16C0Y165
P013012,0.33,0.33,AA0006MBYEDB -> AA0562QEYMBY,AA0006 -> AA0562,F16C0Y165 -> F0C0Y76
P013017,12.867776239420984,12.87,AA0051BODGBJ -> AA0135QEYBOD,super_AA0051 -> AA0135,F0C0Y76 -> F16C0Y165
P013018,5.5678277205197855,5.57,AA0051BODGBJ -> AA0135QEYBOD,super_AA0051 -> AA0135,F0C0Y76 -> F16C0Y165
P013023,3.38,3.38,AA0051BODGBJ -> AA0135QEYBOD,super_AA0051 -> AA0135,F0C0Y76 -> F16C0Y165
P013024,4.227195600514557,4.23,AA0191BODGBJ -> AA0135QEYBOD,AA0191 -> AA0135,F16C0Y165 -> F16C0Y165
P013028,12.885255714482788,12.89,AA0191BODGBJ -> AA0135QEYBOD,AA0191 -> AA0135,F16C0Y165 -> F16C0Y165
P013034,0.75,0.75,AA0191BODGBJ -> AA0135QEYBOD,AA0191 -> AA0135,F16C0Y165 -> F16C0Y165
P013035,0.35,0.35,AA0195BODGBJ -> AA0137QEYBOD,AA0195 -> AA0137,F0C0Y76 -> F16C0Y165
P013037,5.672977477380986,5.67,AA0195BODGBJ -> AA0137QEYBOD,AA0195 -> AA0137,F0C0Y76 -> F16C0Y165
P013039,12.43892053820039,12.44,AA0195BODGBJ -> AA0137QEYBOD,AA0195 -> AA0137,F0C0Y76 -> F16C0Y165
P013044,1.1700000000000002,1.17,AA0195BODGBJ -> AA0137QEYBOD,AA0195 -> AA0137,F0C0Y76 -> F16C0Y165
P013045,0.31,0.31,AA0195BODGBJ -> AA0137QEYBOD,AA0195 -> AA0137,F0C0Y76 -> F16C0Y165
P013048,5.858575125507626,5.86,AA0837TKDIOM -> AA0400QEYTKD,AA0837 -> AA0400,F16C0Y165 -> F16C0Y165
P013051,1.5800000000000003,1.58,AA0837TKDIOM -> AA0400QEYTKD,AA0837 -> AA0400,F16C0Y165 -> F16C0Y165
P013068,1.8400000000000003,1.84,AA0620QEYMBT,AA0620,F16C0Y165
P013069,8.430000000000001,8.43,AA0620QEYMBT,AA0620,F16C0Y165
P013070,5.833562609817319,5.83,AA0620QEYMBT,AA0620,F16C0Y165
P013071,4.4,4.4,AA0620QEYMBT,AA0620,F16C0Y165
P013072,8.899999999999999,8.9,AA0620QEYMBT,AA0620,F16C0Y165
P013074,1.6799999999999995,1.68,AA0620QEYMBT,AA0620,F16C0Y165
P013075,0.32,0.32,AA0620QEYMBT,AA0620,F16C0Y165
P013076,67.88000000000001,50.2,AA0620QEYMBT,AA0620,F16C0Y165
P013077,11.777472697673495,11.78,AA0620QEYMBT,AA0620,F16C0Y165
P013078,0.6300000000000001,0.63,AA0620QEYMBT,AA0620,F16C0Y165
P013079,2.51,2.51,AA0622QEYMBT,AA0622,F16C0Y165
P013080,78.57,25.81,AA0622QEYMBT,AA0622,F16C0Y165
P013081,2.35,2.35,AA0622QEYMBT,AA0622,F16C0Y165
P013082,45.77,45.77,AA0622QEYMBT,AA0622,F16C0Y165
P013083,12.02,12.02,AA0622QEYMBT,AA0622,F16C0Y165
P013084,0.97,0.97,AA0622QEYMBT,AA0622,F16C0Y165
P013085,7.140000000000001,7.14,AA0622QEYMBT,AA0622,F16C0Y165
P013086,1.84,1.84,AA0622QEYMBT,AA0622,F16C0Y165
P013088,13.64,13.64,AA0622QEYMBT,AA0622,F16C0Y165
P013089,4.289999999999999,4.29,AA0622QEYMBT,AA0622,F16C0Y165
P013090,4.819999999999999,4.82,AA0626QEYMBT,AA0626,F16C0Y165
P013092,0.64,0.64,AA0626QEYMBT,AA0626,F16C0Y165
P013093,83.03999999999999,80.69,AA0626QEYMBT,AA0626,F16C0Y165
P013094,26.22,26.22,AA0626QEYMBT,AA0626,F16C0Y165
P013095,0.9,0.9,AA0626QEYMBT,AA0626,F16C0Y165
P013096,5.45,5.45,AA0626QEYMBT,AA0626,F16C0Y165
P013097,0.28,0.28,AA0626QEYMBT,AA0626,F16C0Y165
P013099,26.2,26.2,AA0626QEYMBT,AA0626,F16C0Y165
P013100,3.69,3.69,AA0626QEYMBT,AA0626,F16C0Y165
P013101,3.2,3.2,AA0560QEYMBY,AA0560,F16C0Y165
P013102,54.7,54.7,AA0560QEYMBY,AA0560,F16C0Y165
P013103,9.0,9.0,AA0560QEYMBY,AA0560,F16C0Y165
P013104,19.73,19.73,AA0560QEYMBY,AA0560,F16C0Y165
P013105,1.6800000000000002,1.68,AA0560QEYMBY,AA0560,F16C0Y165
P013106,18.43,18.43,AA0560QEYMBY,AA0560,F16C0Y165
P013107,2.78,2.78,AA0560QEYMBY,AA0560,F16C0Y165
P013108,0.97,0.97,AA0560QEYMBY,AA0560,F16C0Y165
P013110,3.579999999999999,3.58,AA0560QEYMBY,AA0560,F16C0Y165
P013111,9.22,9.22,AA0560QEYMBY,AA0560,F16C0Y165
P013112,5.97,5.97,AA0562QEYMBY,AA0562,F0C0Y76
P013113,55.2,41.18,AA0562QEYMBY,AA0562,F0C0Y76
P013114,1.2799999999999998,1.28,AA0562QEYMBY,AA0562,F0C0Y76
P013115,8.74,8.74,AA0562QEYMBY,AA0562,F0C0Y76
P013116,1.7400000000000002,1.74,AA0562QEYMBY,AA0562,F0C0Y76
P013117,5.68,5.68,AA0562QEYMBY,AA0562,F0C0Y76
P013118,0.98,0.98,AA0562QEYMBY,AA0562,F0C0Y76
P013119,0.52,0.52,AA0562QEYMBY,AA0562,F0C0Y76
P013121,1.26,1.26,AA0562QEYMBY,AA0562,F0C0Y76
P013122,5.949999999999999,5.95,AA0562QEYMBY,AA0562,F0C0Y76
P013123,0.75,0.75,AA0564QEYMBY,AA0564,F16C0Y165
P013124,60.39,60.39,AA0564QEYMBY,AA0564,F16C0Y165
P013125,3.77,3.77,AA0564QEYMBY,AA0564,F16C0Y165
P013126,10.95,10.95,AA0564QEYMBY,AA0564,F16C0Y165
P013127,2.48,2.48,AA0564QEYMBY,AA0564,F16C0Y165
P013128,7.1000000000000005,7.1,AA0564QEYMBY,AA0564,F16C0Y165
P013130,0.92,0.92,AA0564QEYMBY,AA0564,F16C0Y165
P013131,130.21000000000004,12.1,AA0564QEYMBY,AA0564,F16C0Y165
P013132,11.593782041855649,11.59,AA0564QEYMBY,AA0564,F16C0Y165
P013133,4.1,4.1,AA0564QEYMBY,AA0564,F16C0Y165
P013134,2.42,2.42,AA0566QEYMBY,AA0566,F16C0Y165
P013135,8.27,8.27,AA0566QEYMBY,AA0566,F16C0Y165
P013136,2.71,2.71,AA0566QEYMBY,AA0566,F16C0Y165
P013137,1.36,1.36,AA0566QEYMBY,AA0566,F16C0Y165
P013138,12.279660424147163,12.28,AA0566QEYMBY,AA0566,F16C0Y165
P013139,4.66,4.66,AA0566QEYMBY,AA0566,F16C0Y165
P013140,8.215795723553912,8.22,AA0566QEYMBY,AA0566,F16C0Y165
P013141,2.18,2.18,AA0566QEYMBY,AA0566,F16C0Y165
P013142,77.68,77.68,AA0566QEYMBY,AA0566,F16C0Y165
P013143,11.618957335577528,11.62,AA0566QEYMBY,AA0566,F16C0Y165
P013144,4.85,4.85,AA0566QEYMBY,AA0566,F16C0Y165
P013145,2.6100000000000003,2.61,AA0568QEYMBY,AA0568,F16C0Y165
P013146,29.160000000000007,29.16,AA0568QEYMBY,AA0568,F16C0Y165
P013147,4.81,4.81,AA0568QEYMBY,AA0568,F16C0Y165
P013148,2.7100000000000004,2.71,AA0568QEYMBY,AA0568,F16C0Y165
P013149,1.44,1.44,AA0568QEYMBY,AA0568,F16C0Y165
P013150,10.64,10.64,AA0568QEYMBY,AA0568,F16C0Y165
P013151,8.0617817898309,8.06,AA0568QEYMBY,AA0568,F16C0Y165
P013152,1.14,1.14,AA0568QEYMBY,AA0568,F16C0Y165
P013153,95.14,40.95,AA0568QEYMBY,AA0568,F16C0Y165
P013154,2.37,2.37,AA0568QEYMBY,AA0568,F16C0Y165
P013155,10.82,10.82,AA0568QEYMBY,AA0568,F16C0Y165
P013158,1.4,1.4,AA0400QEYTKD -> AA0865TKDMJI,AA0400 -> AA0865,F16C0Y165 -> F16C0Y165
P013159,19.6304821898938,5.19,AA0400QEYTKD -> AA0865TKDMJI,AA0400 -> AA0865,F16C0Y165 -> F16C0Y165
P013160,13.634441059680425,13.63,AA0400QEYTKD -> AA0865TKDMJI,AA0400 -> AA0865,F16C0Y165 -> F16C0Y165
P013162,8.080610938932164,8.08,AA0400QEYTKD -> AA0865TKDMJI,AA0400 -> AA0865,F16C0Y165 -> F16C0Y165
P013178,0.72,0.72,AA0686QEYPSE,AA0686,F16C0Y165
P013180,17.130000000000003,17.13,AA0686QEYPSE,AA0686,F16C0Y165
P013181,44.35899702971816,44.36,AA0686QEYPSE,AA0686,F16C0Y165
