Product,Max_Demand,Sold_Tickets,Legs,Tasks,Assigned_Fleets
P000900,0.31,0.31,AA0191BODGBJ,AA0191,F16C0Y165
P000901,16.55,16.55,AA0191BODGBJ,AA0191,F16C0Y165
P000903,0.68,0.68,AA0195BODGBJ,AA0195,F0C0Y76
P000906,0.67,0.67,AA0195BODGBJ,AA0195,F0C0Y76
P000907,0.99,0.99,AA0195BODGBJ,AA0195,F0C0Y76
P000908,0.34,0.34,AA0195BODGBJ,AA0195,F0C0Y76
P000912,2.24,2.24,AA0195BODGBJ,AA0195,F0C0Y76
P000914,17.37524964581235,13.33,AA0084BODTFB -> AA3490TFBGBU,AA0084 -> AA3490,F16C0Y165 -> F16C0Y165
P000923,0.33,0.33,AA0084BODTFB -> AA3490TFBGBU,AA0084 -> AA3490,F16C0Y165 -> F16C0Y165
P000927,19.41681926092155,19.42,AA0092BODTFB -> AA3490TFBGBU,AA0092 -> AA3490,F16C0Y165 -> F16C0Y165
P000929,0.66,0.66,AA0092BODTFB -> AA3490TFBGBU,AA0092 -> AA3490,F16C0Y165 -> F16C0Y165
P000951,0.33,0.33,AA0114BODTFB -> BA2539TFBGBU,AA0114 -> BA2539,F16C0Y165 -> F0C0Y76
P000960,19.664246018686494,19.66,AA0134BODQEY -> BA2533QEYGBU,AA0134 -> BA2533,F16C0Y165 -> F16C0Y165
P000969,17.899890495144785,17.9,AA0092BODTFB -> AA0226TFBHEM,AA0092,F16C0Y165
P000972,12.148261248616333,12.15,AA0092BODTFB -> AA0226TFBHEM,AA0092,F16C0Y165
P000976,23.60547833753133,23.61,AA0092BODTFB -> AA0226TFBHEM,AA0092,F16C0Y165
P000980,1.97,1.97,AA0096BODTFB -> AA0328TFBTKD -> AA0226TKDHEM,AA0096 -> AA0328 -> super_AA0226,F16C0Y165 -> F16C0Y165 -> F16C0Y165
P000987,0.25,0.25,AA0096BODTFB -> AA0328TFBTKD -> AA0226TKDHEM,AA0096 -> AA0328 -> super_AA0226,F16C0Y165 -> F16C0Y165 -> F16C0Y165
P001005,12.828629111407194,12.83,AA0082BODTFB -> BA2506TFBHFH,AA0082 -> BA2506,F16C0Y165 -> F16C0Y165
P001011,0.66,0.66,AA0082BODTFB -> BA2506TFBHFH,AA0082 -> BA2506,F16C0Y165 -> F16C0Y165
P001025,5.727960028586975,5.73,AA0084BODTFB -> BA2594TFBHFH,AA0084 -> BA2594,F16C0Y165 -> F16C0Y165
P001044,0.33,0.33,AA0090BODTFB -> BA2138TFBHFH,AA0090 -> BA2138,F16C0Y165 -> F16C0Y165
P001047,6.158722971128908,6.16,AA0092BODTFB -> AA0694TFBHFH,AA0092 -> AA0694,F16C0Y165 -> F16C0Y165
P001056,0.5,0.5,AA0096BODTFB -> BA2410TFBHFH,AA0096 -> BA2410,F16C0Y165 -> F16C0Y165
P001069,5.862767245813432,5.86,AA0098BODTFB -> AA0698TFBHFH,AA0098 -> AA0698,F16C0Y165 -> F16C0Y165
P001078,0.33,0.33,AA0112BODTFB -> BA2372TFBHFH,AA0112 -> BA2372,F16C0Y165 -> F16C0Y165
P001081,19.41681926092155,19.42,AA0112BODTFB -> BA2372TFBHFH,AA0112 -> BA2372,F16C0Y165 -> F16C0Y165
P001087,12.3225203010312,12.32,AA0112BODTFB -> BA2372TFBHFH,AA0112 -> BA2372,F16C0Y165 -> F16C0Y165
P001098,11.429307959220452,11.43,AA0112BODTFB -> BA2392TFBHFH,AA0112 -> BA2392,F16C0Y165 -> F16C0Y165
P001110,5.568432339266027,5.57,AA0114BODTFB -> BA2392TFBHFH,AA0114 -> BA2392,F16C0Y165 -> F16C0Y165
P001113,5.727960028586975,5.73,AA0120BODTFB -> BA2444TFBHFH,AA0120 -> BA2444,F16C0Y165 -> F16C0Y165
P001122,0.33,0.33,AA0120BODTFB -> BA2506TFBHFH,AA0120 -> BA2506,F16C0Y165 -> F16C0Y165
P001154,0.66,0.66,AA0114BODTFB -> AA0730TFBJBI,AA0114 -> super_AA0730,F16C0Y165 -> F16C0Y165
P001156,0.1199999999999999,0.12,AA0062BODKOV,super_AA0062,F16C0Y165
P001157,13.93,13.93,AA0062BODKOV,super_AA0062,F16C0Y165
P001158,1.81,1.81,AA0062BODKOV,super_AA0062,F16C0Y165
P001159,21.08,21.08,AA0062BODKOV,super_AA0062,F16C0Y165
P001160,11.34,11.34,AA0062BODKOV,super_AA0062,F16C0Y165
P001163,9.409999999999998,9.41,AA0062BODKOV,super_AA0062,F16C0Y165
P001164,23.61,23.61,AA0062BODKOV,super_AA0062,F16C0Y165
P001165,27.71999999999999,27.72,AA0062BODKOV,super_AA0062,F16C0Y165
P001167,1.8100000000000005,1.81,AA0064BODKOV,super_AA0064,F16C0Y165
P001168,7.33,7.33,AA0064BODKOV,super_AA0064,F16C0Y165
P001169,4.3100000000000005,4.31,AA0064BODKOV,super_AA0064,F16C0Y165
P001170,2.489999999999999,2.49,AA0064BODKOV,super_AA0064,F16C0Y165
P001171,11.94,11.94,AA0064BODKOV,super_AA0064,F16C0Y165
P001172,1.63,1.63,AA0064BODKOV,super_AA0064,F16C0Y165
P001174,5.710000000000001,5.71,AA0064BODKOV,super_AA0064,F16C0Y165
P001175,15.84,15.84,AA0064BODKOV,super_AA0064,F16C0Y165
P001176,22.029999999999998,22.03,AA0064BODKOV,super_AA0064,F16C0Y165
P001179,7.589821848703182,7.59,AA0066BODKOV,,
P001181,3.08,3.08,AA0066BODKOV,,
P001182,2.17,2.17,AA0066BODKOV,,
P001186,13.222886037445562,13.22,AA0066BODKOV,,
P001187,5.609999999999999,5.61,AA0066BODKOV,,
P001188,0.31,0.31,AA0070BODKOV,super_AA0070,F16C0Y165
P001190,11.82,11.82,AA0070BODKOV,super_AA0070,F16C0Y165
P001192,11.51,11.51,AA0070BODKOV,super_AA0070,F16C0Y165
P001193,7.390000000000001,7.39,AA0070BODKOV,super_AA0070,F16C0Y165
P001196,24.6112768809034,24.61,AA0070BODKOV,super_AA0070,F16C0Y165
P001197,13.55,13.55,AA0070BODKOV,super_AA0070,F16C0Y165
P001198,17.5,17.5,AA0070BODKOV,super_AA0070,F16C0Y165
P001209,0.37,0.37,AA0062BODKOV -> AA0064KOVLUO,super_AA0062,F16C0Y165
P001212,5.91,5.91,AA0062BODLUO,,
P001213,26.37818901799576,26.38,AA0062BODLUO,,
P001214,17.394772727337834,17.39,AA0062BODLUO,,
P001215,5.1,5.1,AA0062BODLUO,,
P001216,4.94,4.94,AA0062BODLUO,,
P001220,14.090000000000002,14.09,AA0062BODLUO,,
P001221,4.122652318536502,4.12,AA0064BODLUO,,
P001223,6.847798013219798,6.85,AA0064BODLUO,,
P001224,4.3500000000000005,4.35,AA0064BODLUO,,
P001225,13.157946782426617,13.16,AA0064BODLUO,,
P001226,5.08,5.08,AA0064BODLUO,,
P001231,0.98,0.98,AA0064BODLUO,,
P001252,11.4021018559425,11.4,AA0080BODTFB -> AA0618TFBMBT,AA0080 -> AA0618,F16C0Y165 -> F16C0Y165
P001258,0.29,0.29,AA0082BODTFB -> AA0618TFBMBT,AA0082 -> AA0618,F16C0Y165 -> F16C0Y165
P001285,1.58,1.58,AA0090BODTFB -> AA0614TFBMBT,AA0090 -> AA0614,F16C0Y165 -> F16C0Y165
P001286,0.3,0.3,AA0090BODTFB -> AA0614TFBMBT,AA0090 -> AA0614,F16C0Y165 -> F16C0Y165
P001289,5.7239889839598925,5.72,AA0092BODTFB -> AA0614TFBMBT,AA0092 -> AA0614,F16C0Y165 -> F16C0Y165
P001301,19.405952615437464,19.41,AA0108BODTFB -> AA0600TFBMBT,AA0108 -> AA0600,F16C0Y165 -> F16C0Y165
P001366,5.866966037648984,5.87,AA0120BODTFB -> AA0610TFBMBT,AA0120 -> AA0610,F16C0Y165 -> F16C0Y165
P001377,0.35,0.35,AA0120BODTFB -> AA0612TFBMBT,AA0120 -> AA0612,F16C0Y165 -> F16C0Y165
P001395,11.695540741560398,11.7,AA0134BODQEY -> AA0622QEYMBT,AA0134 -> AA0622,F16C0Y165 -> F16C0Y165
P001404,0.35,0.35,AA0136BODQEY -> AA0620QEYMBT,AA0136 -> AA0620,F16C0Y165 -> F16C0Y165
P001406,11.604549875875026,11.6,AA0136BODQEY -> AA0620QEYMBT,AA0136 -> AA0620,F16C0Y165 -> F16C0Y165
P001408,0.33,0.33,AA0080BODTFB -> AA0476TFBMBY,AA0080 -> AA0476,F16C0Y165 -> F16C0Y165
P001410,5.727960028586975,5.73,AA0080BODTFB -> AA0476TFBMBY,AA0080 -> AA0476,F16C0Y165 -> F16C0Y165
P001451,0.33,0.33,AA0084BODTFB -> AA0474TFBMBY,AA0084 -> AA0474,F16C0Y165 -> F16C0Y165
P001454,5.727960028586975,5.73,AA0084BODTFB -> AA0476TFBMBY,AA0084 -> AA0476,F16C0Y165 -> F16C0Y165
P001473,0.6000000000000001,0.6,AA0090BODTFB -> AA0450TFBMBY,AA0090 -> AA0450,F16C0Y165 -> F16C0Y165
P001487,5.792409995995287,5.79,AA0096BODTFB -> AA0476TFBMBY,AA0096 -> AA0476,F16C0Y165 -> F16C0Y165
P001506,0.33,0.33,AA0112BODTFB -> AA0244TFBMBY,AA0112 -> super_AA0244,F16C0Y165 -> F16C0Y165
P001518,0.64,0.64,AA0114BODTFB -> AA0456TFBMBY,AA0114 -> AA0456,F16C0Y165 -> F16C0Y165
P001562,0.87,0.87,AA0136BODQEY -> AA0568QEYMBY,AA0136 -> AA0568,F16C0Y165 -> F16C0Y165
P001576,0.99,0.99,AA0080BODTFB -> AA3476TFBMHC,AA0080 -> AA3476,F16C0Y165 -> F16C0Y165
P001587,19.53755255235299,8.21,AA0084BODTFB -> AA3476TFBMHC,AA0084 -> AA3476,F16C0Y165 -> F16C0Y165
P001598,1.0,1.0,AA0096BODTFB -> AA3476TFBMHC,AA0096 -> AA3476,F16C0Y165 -> F16C0Y165
P001610,12.53277699078664,12.53,AA0120BODTFB -> AA3474TFBMHC,AA0120 -> AA3474,F16C0Y165 -> F0C0Y76
P001632,12.148261248616333,12.15,AA0090BODTFB -> BA2214TFBMXT,AA0090,F16C0Y165
P001639,0.66,0.66,AA0092BODTFB -> BA2214TFBMXT,AA0092,F16C0Y165
P001643,12.155889442103785,12.16,AA0092BODTFB -> BA2214TFBMXT,AA0092,F16C0Y165
P001650,0.66,0.66,AA0098BODTFB -> BA2214TFBMXT,AA0098,F16C0Y165
P001663,5.727960028586975,5.73,AA0120BODTFB -> BA2217TFBMXT,AA0120 -> super_BA2217,F16C0Y165 -> F16C0Y165
P001665,12.271829938420192,12.16,AA0120BODTFB -> BA2217TFBMXT,AA0120 -> super_BA2217,F16C0Y165 -> F16C0Y165
P001673,17.539421199081602,7.33,AA0114BODTFB -> AA0758TFBNDJ,AA0114 -> AA0758,F16C0Y165 -> F16C0Y165
P001674,5.996021751888998,6.0,AA0114BODTFB -> AA0758TFBNDJ,AA0114 -> AA0758,F16C0Y165 -> F16C0Y165
P001682,5.568432339266027,5.57,AA0114BODTFB -> AA0758TFBNDJ,AA0114 -> AA0758,F16C0Y165 -> F16C0Y165
P001699,5.033290848019368,5.03,AA0114BODTFB -> AA0018TFBNDP,AA0114 -> AA0018,F16C0Y165 -> F16C0Y165
P001730,20.7702547567399,20.77,AA0086BODTFB -> BA2461TFBNGS,AA0086 -> BA2461,F16C0Y165 -> F16C0Y165
P001737,1.0,1.0,AA0086BODTFB -> BA2461TFBNGS,AA0086 -> BA2461,F16C0Y165 -> F16C0Y165
P001763,19.41681926092155,12.75,AA0098BODTFB -> BA2461TFBNGS,AA0098 -> BA2461,F16C0Y165 -> F16C0Y165
P001774,19.54124548881412,11.28,AA0136BODQEY -> BA2091QEYNGS,AA0136 -> BA2091,F16C0Y165 -> F16C0Y165
P001785,19.6717713167896,19.67,AA0136BODQEY -> BA2093QEYNGS,AA0136 -> BA2093,F16C0Y165 -> F16C0Y165
P001791,11.673497878892494,11.67,AA0136BODQEY -> BA2093QEYNGS,AA0136 -> BA2093,F16C0Y165 -> F16C0Y165
P001802,11.554576834688053,4.68,AA0090BODTFB -> AA0016TFBNJB,AA0090 -> AA0016,F16C0Y165 -> F16C0Y165
P001831,0.33,0.33,AA0080BODTFB -> BA2396TFBNTP,AA0080 -> BA2396,F16C0Y165 -> F16C0Y165
P001847,5.895077221383113,5.9,AA0084BODTFB -> BA2396TFBNTP,AA0084 -> BA2396,F16C0Y165 -> F16C0Y165
P001852,12.275743602173844,12.28,AA0090BODTFB -> BA2340TFBNTP,AA0090 -> BA2340,F16C0Y165 -> F16C0Y165
P001863,12.213504091082912,12.21,AA0096BODTFB -> BA2396TFBNTP,AA0096 -> BA2396,F16C0Y165 -> F16C0Y165
P001874,12.148261248616333,12.15,AA0098BODTFB -> BA2340TFBNTP,AA0098 -> BA2340,F16C0Y165 -> F16C0Y165
P001884,19.41681926092155,4.96,AA0112BODTFB -> BA2348TFBNTP,AA0112 -> BA2348,F16C0Y165 -> F16C0Y165
P001897,0.33,0.33,AA0114BODTFB -> BA2348TFBNTP,AA0114 -> BA2348,F16C0Y165 -> F16C0Y165
P001908,4.881936296635713,4.88,AA0112BODTFB -> AA0036TFBNTQ,AA0112 -> AA0036,F16C0Y165 -> F16C0Y165
P001910,0.76,0.76,AA0112BODTFB -> AA0036TFBNTQ,AA0112 -> AA0036,F16C0Y165 -> F16C0Y165
P001919,0.74,0.74,AA0120BODTFB -> AA0038TFBNTQ,AA0120 -> AA0038,F16C0Y165 -> F16C0Y165
P001921,0.64,0.64,AA0120BODTFB -> AA0038TFBNTQ,AA0120 -> AA0038,F16C0Y165 -> F16C0Y165
P001926,17.914543139366756,17.91,AA0082BODTFB -> AA0344TFBPBL,AA0082 -> AA0344,F16C0Y165 -> F16C0Y165
P001959,17.812793910765095,17.81,AA0090BODTFB -> AA0354TFBPBL,AA0090 -> AA0354,F16C0Y165 -> F16C0Y165
P001981,17.454932648240643,17.45,AA0096BODTFB -> AA0344TFBPBL,AA0096 -> AA0344,F16C0Y165 -> F16C0Y165
P002003,17.26796098308241,17.27,AA0132BODQEY -> BA2571QEYPBL,AA0132 -> BA2571,F16C0Y165 -> F16C0Y165
P002014,17.488546020581644,17.49,AA0134BODQEY -> BA2609QEYPBL,AA0134 -> super_BA2609,F16C0Y165 -> F16C0Y165
P002034,5.568432339266027,5.57,AA0136BODQEY -> BA2563QEYPBL,AA0136 -> BA2563,F16C0Y165 -> F0C0Y76
P002057,2.35,2.35,AA0151BODPNF,,
P002059,5.02,5.02,AA0151BODPNF,,
P002061,14.73795010726716,14.74,AA0151BODPNF,,
P002063,9.114999622400347,9.11,AA0151BODPNF,,
P002064,3.4864498237254438,3.49,AA0151BODPNF,,
P002065,0.7100000000000001,0.71,AA0151BODPNF,,
P002067,12.94,12.94,AA0151BODPNF,,
P002070,10.11,10.11,AA0152BODPNF,super_AA0152,F16C0Y165
P002072,17.16586913072195,17.17,AA0152BODPNF,super_AA0152,F16C0Y165
P002073,3.12,3.12,AA0152BODPNF,super_AA0152,F16C0Y165
P002074,9.12972881544906,9.13,AA0152BODPNF,super_AA0152,F16C0Y165
P002076,13.450000000000005,13.45,AA0152BODPNF,super_AA0152,F16C0Y165
P002078,19.02,19.02,AA0152BODPNF,super_AA0152,F16C0Y165
P002081,1.66,1.66,AA0153BODPNF,,
P002083,14.198392627579649,14.2,AA0153BODPNF,,
P002084,0.7200000000000001,0.72,AA0153BODPNF,,
P002085,8.227658005850461,8.23,AA0153BODPNF,,
P002087,23.237552941253465,23.24,AA0153BODPNF,,
P002089,12.44,12.44,AA0153BODPNF,,
P002100,0.67,0.67,AA0082BODTFB -> AA0538TFBPOU,AA0082 -> AA0538,F16C0Y165 -> F16C0Y165
P002111,0.25,0.25,AA0090BODTFB -> AA0536TFBPOU,AA0090 -> AA0536,F16C0Y165 -> F16C0Y165
P002122,0.33,0.33,AA0092BODTFB -> AA0536TFBPOU,AA0092 -> AA0536,F16C0Y165 -> F16C0Y165
P002123,0.41,0.41,AA0112BODTFB -> AA0530TFBPOU,AA0112 -> AA0530,F16C0Y165 -> F16C0Y165
P002185,0.2799999999999999,0.28,AA0120BODTFB -> AA0022TFBPSE,AA0120 -> AA0022,F16C0Y165 -> F16C0Y165
P002190,17.26796098308241,17.27,AA0138BODPSE,AA0138,F16C0Y165
P002197,23.016557898213343,23.02,AA0138BODPSE,AA0138,F16C0Y165
P002202,5.72,5.72,AA0151BODPUA,super_AA0151,F0C0Y76
P002203,19.41681926092155,10.03,AA0151BODPUA,super_AA0151,F0C0Y76
P002204,19.12649914927785,19.13,AA0151BODPUA,super_AA0151,F0C0Y76
P002205,8.799999999999999,8.8,AA0151BODPUA,super_AA0151,F0C0Y76
P002206,9.521592887931208,9.52,AA0151BODPUA,super_AA0151,F0C0Y76
P002210,22.8,22.8,AA0151BODPUA,super_AA0151,F0C0Y76
P002213,2.49,2.49,AA0152BODPUA,,
P002215,13.31489758912569,13.31,AA0152BODPUA,,
P002216,1.6,1.6,AA0152BODPUA,,
P002217,4.08,4.08,AA0152BODPUA,,
P002219,0.2699999999999999,0.27,AA0152BODPUA,,
P002220,11.547495345579843,11.55,AA0152BODPUA,,
P002221,4.88,4.88,AA0152BODPUA,,
P002222,0.05,0.05,AA0153BODPUA,super_AA0153,F0C0Y76
P002223,0.05,0.05,AA0153BODPUA,super_AA0153,F0C0Y76
P002224,4.74,4.74,AA0153BODPUA,super_AA0153,F0C0Y76
P002225,0.05,0.05,AA0153BODPUA,super_AA0153,F0C0Y76
P002226,1.7100000000000002,1.71,AA0153BODPUA,super_AA0153,F0C0Y76
P002227,3.75,3.75,AA0153BODPUA,super_AA0153,F0C0Y76
P002228,0.7,0.7,AA0153BODPUA,super_AA0153,F0C0Y76
P002229,0.05,0.05,AA0153BODPUA,super_AA0153,F0C0Y76
P002230,0.7200000000000001,0.72,AA0153BODPUA,super_AA0153,F0C0Y76
P002231,0.05,0.05,AA0153BODPUA,super_AA0153,F0C0Y76
P002232,12.54,12.54,AA0153BODPUA,super_AA0153,F0C0Y76
P002244,0.32,0.32,AA0082BODTFB -> BA2151TFBQEY,AA0082 -> BA2151,F16C0Y165 -> F16C0Y165
P002246,5.720024661479124,5.72,AA0082BODTFB -> BA2151TFBQEY,AA0082 -> BA2151,F16C0Y165 -> F16C0Y165
P002266,0.99,0.99,AA0086BODTFB -> BA2175TFBQEY,AA0086 -> BA2175,F16C0Y165 -> F16C0Y165
P002276,1.93,1.93,AA0086BODTFB -> BA2175TFBQEY,AA0086 -> BA2175,F16C0Y165 -> F16C0Y165
P002277,0.32,0.32,AA0090BODTFB -> BA2135TFBQEY,AA0090 -> BA2135,F16C0Y165 -> F16C0Y165
P002287,0.32,0.32,AA0090BODTFB -> BA2135TFBQEY,AA0090 -> BA2135,F16C0Y165 -> F16C0Y165
P002288,0.33,0.33,AA0092BODTFB -> BA2045TFBQEY,AA0092 -> BA2045,F16C0Y165 -> F16C0Y165
P002290,0.67,0.67,AA0092BODTFB -> BA2045TFBQEY,AA0092 -> BA2045,F16C0Y165 -> F16C0Y165
P002299,0.33,0.33,AA0092BODTFB -> BA2627TFBQEY,AA0092 -> BA2627,F16C0Y165 -> F16C0Y165
P002301,5.780194798143933,5.78,AA0092BODTFB -> BA2627TFBQEY,AA0092 -> BA2627,F16C0Y165 -> F16C0Y165
P002309,1.26,1.26,AA0092BODTFB -> BA2627TFBQEY,AA0092 -> BA2627,F16C0Y165 -> F16C0Y165
P002310,0.65,0.65,AA0098BODTFB -> BA2175TFBQEY,AA0098 -> BA2175,F16C0Y165 -> F16C0Y165
P002320,0.66,0.66,AA0098BODTFB -> BA2175TFBQEY,AA0098 -> BA2175,F16C0Y165 -> F16C0Y165
P002321,0.33,0.33,AA0112BODTFB -> BA2129TFBQEY,AA0112 -> BA2129,F16C0Y165 -> F16C0Y165
P002341,12.175928344473109,12.18,AA0112BODTFB -> BA2545TFBQEY,AA0112 -> BA2545,F16C0Y165 -> F16C0Y165
P002342,0.32,0.32,AA0112BODTFB -> BA2545TFBQEY,AA0112 -> BA2545,F16C0Y165 -> F16C0Y165
P002352,2.25,2.25,AA0120BODTFB -> BA2043TFBQEY,AA0120 -> BA2043,F16C0Y165 -> F16C0Y165
P002356,5.862767245813432,5.86,AA0120BODTFB -> BA2181TFBQEY,AA0120 -> BA2181,F16C0Y165 -> F16C0Y165
P002365,1.92,1.92,AA0132BODQEY,AA0132,F16C0Y165
P002366,10.47,10.47,AA0132BODQEY,AA0132,F16C0Y165
P002367,6.144841008514065,6.14,AA0132BODQEY,AA0132,F16C0Y165
P002368,28.13588752949936,28.14,AA0132BODQEY,AA0132,F16C0Y165
P002369,4.93,4.93,AA0132BODQEY,AA0132,F16C0Y165
P002370,1.3,1.3,AA0132BODQEY,AA0132,F16C0Y165
P002371,8.792214528586605,8.79,AA0132BODQEY,AA0132,F16C0Y165
P002372,0.64,0.64,AA0132BODQEY,AA0132,F16C0Y165
P002373,30.029999999999998,30.03,AA0132BODQEY,AA0132,F16C0Y165
P002374,12.588387456741874,12.59,AA0132BODQEY,AA0132,F16C0Y165
P002375,6.440000000000001,6.44,AA0132BODQEY,AA0132,F16C0Y165
P002376,1.98,1.98,AA0134BODQEY,AA0134,F16C0Y165
P002377,17.827212485388937,17.83,AA0134BODQEY,AA0134,F16C0Y165
P002378,0.99,0.99,AA0134BODQEY,AA0134,F16C0Y165
P002379,19.68,19.68,AA0134BODQEY,AA0134,F16C0Y165
P002380,12.4026472240826,12.4,AA0134BODQEY,AA0134,F16C0Y165
P002381,5.663489378837413,5.66,AA0134BODQEY,AA0134,F16C0Y165
P002383,1.96,1.96,AA0134BODQEY,AA0134,F16C0Y165
P002386,2.97,2.97,AA0134BODQEY,AA0134,F16C0Y165
P002387,4.19,4.19,AA0136BODQEY,AA0136,F16C0Y165
P002389,5.751927399164508,5.75,AA0136BODQEY,AA0136,F16C0Y165
P002390,33.38480998224937,33.38,AA0136BODQEY,AA0136,F16C0Y165
P002391,12.148261248616333,12.15,AA0136BODQEY,AA0136,F16C0Y165
P002392,3.5700000000000003,3.57,AA0136BODQEY,AA0136,F16C0Y165
P002394,2.65,2.65,AA0136BODQEY,AA0136,F16C0Y165
P002396,12.151236698902782,12.15,AA0136BODQEY,AA0136,F16C0Y165
P002397,5.59,5.59,AA0136BODQEY,AA0136,F16C0Y165
P002405,1.0,1.0,AA0082BODTFB -> AA0638TFBQIY,AA0082 -> AA0638,F16C0Y165 -> F16C0Y165
P002422,0.8300000000000001,0.83,AA0096BODTFB -> AA0638TFBQIY,AA0096 -> AA0638,F16C0Y165 -> F16C0Y165
P002472,22.889683060349498,22.89,AA0132BODQEY -> AA0634QEYQIY,AA0132 -> AA0634,F16C0Y165 -> F16C0Y165
P002498,17.37854191793948,8.81,AA0080BODTFB -> BA2108TFBQTD,AA0080 -> BA2108,F16C0Y165 -> F16C0Y165
P002509,17.37524964581235,16.15,AA0098BODTFB -> BA2100TFBQTD,AA0098 -> BA2100,F16C0Y165 -> F16C0Y165
P002517,11.429307959220452,11.43,AA0098BODTFB -> BA2100TFBQTD,AA0098 -> BA2100,F16C0Y165 -> F16C0Y165
P002520,17.26796098308241,17.27,AA0114BODTFB -> BA2102TFBQTD,AA0114 -> BA2102,F16C0Y165 -> F16C0Y165
P002528,11.429307959220452,11.43,AA0114BODTFB -> BA2102TFBQTD,AA0114 -> BA2102,F16C0Y165 -> F16C0Y165
P002529,0.33,0.33,AA0114BODTFB -> BA2102TFBQTD,AA0114 -> BA2102,F16C0Y165 -> F16C0Y165
P002545,14.376801715360603,14.38,AA0064BODQTH,,
P002546,5.207999651037325,5.21,AA0064BODQTH,,
P002547,8.31190741840066,8.31,AA0064BODQTH,,
P002550,11.66617904009988,11.67,AA0064BODQTH,,
P002551,3.5700000000000003,3.57,AA0064BODQTH,,
P002561,11.429307959220452,11.43,AA0080BODTFB -> BA2179TFBSEN,AA0080 -> BA2179,F16C0Y165 -> F16C0Y165
P002572,11.429307959220452,11.43,AA0082BODTFB -> BA2179TFBSEN,AA0082 -> BA2179,F16C0Y165 -> F16C0Y165
P002585,1.0,1.0,AA0086BODTFB -> BA2297TFBSEN,AA0086 -> BA2297,F16C0Y165 -> F16C0Y165
P002588,19.664246018686494,19.66,AA0086BODTFB -> BA2297TFBSEN,AA0086 -> BA2297,F16C0Y165 -> F16C0Y165
P002594,11.66617904009988,11.67,AA0086BODTFB -> BA2297TFBSEN,AA0086 -> BA2297,F16C0Y165 -> F16C0Y165
P002598,0.33,0.33,AA0090BODTFB -> BA2297TFBSEN,AA0090 -> BA2297,F16C0Y165 -> F16C0Y165
P002605,11.429307959220452,11.43,AA0090BODTFB -> BA2297TFBSEN,AA0090 -> BA2297,F16C0Y165 -> F16C0Y165
P002638,11.429307959220452,11.43,AA0112BODTFB -> BA2273TFBSEN,AA0112 -> BA2273,F16C0Y165 -> F16C0Y165
P002640,4.039818053120751,4.04,AA0082BODTFB -> BA2259TFBSOP,AA0082 -> BA2259,F16C0Y165 -> F16C0Y165
P002644,12.483600863352953,12.48,AA0082BODTFB -> BA2259TFBSOP,AA0082 -> BA2259,F16C0Y165 -> F16C0Y165
P002660,11.710307940487038,11.71,AA0084BODTFB -> BA2255TFBSOP,AA0084 -> BA2255,F16C0Y165 -> F16C0Y165
P002661,5.568432339266027,5.57,AA0084BODTFB -> BA2255TFBSOP,AA0084 -> BA2255,F16C0Y165 -> F16C0Y165
P002666,12.110310079446135,12.11,AA0112BODTFB -> BA2441TFBSOP,AA0112 -> BA2441,F16C0Y165 -> F16C0Y165
P002674,17.371959793881004,17.37,AA0114BODTFB -> BA2441TFBSOP,AA0114 -> BA2441,F16C0Y165 -> F16C0Y165
P002699,12.133042819058758,12.13,AA0080BODTFB -> AA0482TFBTBO,AA0080 -> AA0482,F16C0Y165 -> F16C0Y165
P002720,19.41681926092155,7.69,AA0082BODTFB -> AA0482TFBTBO,AA0082 -> AA0482,F16C0Y165 -> F16C0Y165
P002767,0.36,0.36,AA0108BODTFB -> AA0232TFBTBO,AA0108 -> super_AA0232,F16C0Y165 -> F16C0Y165
P002815,5.545110613291903,5.55,AA0132BODQEY -> AA0576QEYTBO,AA0132 -> AA0576,F16C0Y165 -> F16C0Y165
P002817,0.09,0.09,AA0053BODTDD,AA0053,F0C0Y76
P002821,0.5800000000000001,0.58,AA0053BODTDD,AA0053,F0C0Y76
P002823,24.0,24.0,AA0053BODTDD,AA0053,F0C0Y76
P002824,0.09,0.09,AA0053BODTDD,AA0053,F0C0Y76
P002826,27.099999999999994,27.1,AA0053BODTDD,AA0053,F0C0Y76
P002834,37.41,37.41,AA0055BODTDD,,
P002837,30.42,30.42,AA0055BODTDD,,
P002849,0.02,0.02,AA0064BODTFB,,
P002850,0.85,0.85,AA0064BODTFB,,
P002851,0.8099999999999999,0.81,AA0064BODTFB,,
P002852,0.85,0.85,AA0064BODTFB,,
P002853,0.8099999999999999,0.81,AA0064BODTFB,,
P002854,0.76,0.76,AA0064BODTFB,,
P002855,0.8099999999999999,0.81,AA0064BODTFB,,
P002857,0.87,0.87,AA0064BODTFB,,
P002858,0.82,0.82,AA0064BODTFB,,
P002871,4.083014853379928,4.08,AA0080BODTFB,AA0080,F16C0Y165
P002873,2.63,2.63,AA0080BODTFB,AA0080,F16C0Y165
P002876,1.98,1.98,AA0080BODTFB,AA0080,F16C0Y165
P002878,1.95,1.95,AA0080BODTFB,AA0080,F16C0Y165
P002881,1.6,1.6,AA0080BODTFB,AA0080,F16C0Y165
P002882,0.66,0.66,AA0082BODTFB,AA0082,F16C0Y165
P002884,2.95,2.95,AA0082BODTFB,AA0082,F16C0Y165
P002887,3.27,3.27,AA0082BODTFB,AA0082,F16C0Y165
