Product,Historical_Demand,MC_Mean_Demand,Expected_Sold,Std_Sold,P5_Sold,P95_Sold,Expected_Unmet,Fare,Legs,Tasks,Assigned_Fleets
P000504,14.21,12.8,12.8,2.93,8.6,15.8,0.0,103.0,AA0066BODDEW,super_AA0066,F12C12Y48
P000505,10.32,10.2,10.2,2.71,6.2,12.6,0.0,187.0,AA0066BODDEW,super_AA0066,F12C12Y48
P000507,0.03,0.0,0.0,0.0,0.0,0.0,0.0,300.0,AA0112BODTFB -> AA0004TFBEDB,AA0112 -> AA0004,F0C0Y76 -> F16C0Y165
P000508,0.01,0.0,0.0,0.0,0.0,0.0,0.0,439.0,AA0112BODTFB -> AA0004TFBEDB,AA0112 -> AA0004,F0C0Y76 -> F16C0Y165
P000509,0.03,0.0,0.0,0.0,0.0,0.0,0.0,275.0,AA0112BODTFB -> AA0004TFBEDB,AA0112 -> AA0004,F0C0Y76 -> F16C0Y165
P000510,0.01,0.0,0.0,0.0,0.0,0.0,0.0,381.0,AA0112BODTFB -> AA0004TFBEDB,AA0112 -> AA0004,F0C0Y76 -> F16C0Y165
P000511,0.01,0.0,0.0,0.0,0.0,0.0,0.0,568.0,AA0112BODTFB -> AA0004TFBEDB,AA0112 -> AA0004,F0C0Y76 -> F16C0Y165
P000512,0.01,0.0,0.0,0.0,0.0,0.0,0.0,148.0,AA0112BODTFB -> AA0004TFBEDB,AA0112 -> AA0004,F0C0Y76 -> F16C0Y165
P000514,0.03,0.0,0.0,0.0,0.0,0.0,0.0,317.0,AA0112BODTFB -> AA0004TFBEDB,AA0112 -> AA0004,F0C0Y76 -> F16C0Y165
P000515,0.03,0.0,0.0,0.0,0.0,0.0,0.0,328.0,AA0112BODTFB -> AA0004TFBEDB,AA0112 -> AA0004,F0C0Y76 -> F16C0Y165
P000516,0.78,0.6,0.6,0.8,0.0,1.8,0.0,350.0,AA0112BODTFB -> AA0004TFBEDB,AA0112 -> AA0004,F0C0Y76 -> F16C0Y165
P000521,1.2,1.4,1.4,1.2,0.0,2.8,0.0,381.0,AA0112BODTFB -> AA0458TFBMBY -> AA0006MBYEDB,AA0112 -> AA0458 -> AA0006,F0C0Y76 -> F16C0Y165 -> F16C0Y165
P000525,0.01,0.0,0.0,0.0,0.0,0.0,0.0,317.0,AA0112BODTFB -> AA0458TFBMBY -> AA0006MBYEDB,AA0112 -> AA0458 -> AA0006,F0C0Y76 -> F16C0Y165 -> F16C0Y165
P000527,0.29,0.4,0.4,0.49,0.0,1.0,0.0,350.0,AA0112BODTFB -> AA0458TFBMBY -> AA0006MBYEDB,AA0112 -> AA0458 -> AA0006,F0C0Y76 -> F16C0Y165 -> F16C0Y165
P000528,5.79,6.6,6.6,1.62,5.0,8.8,0.0,525.0,AA0114BODTFB -> AA0004TFBEDB,AA0114 -> AA0004,F0C0Y76 -> F16C0Y165
P000529,0.03,0.0,0.0,0.0,0.0,0.0,0.0,300.0,AA0114BODTFB -> AA0004TFBEDB,AA0114 -> AA0004,F0C0Y76 -> F16C0Y165
P000530,0.01,0.0,0.0,0.0,0.0,0.0,0.0,439.0,AA0114BODTFB -> AA0004TFBEDB,AA0114 -> AA0004,F0C0Y76 -> F16C0Y165
P000531,0.03,0.0,0.0,0.0,0.0,0.0,0.0,275.0,AA0114BODTFB -> AA0004TFBEDB,AA0114 -> AA0004,F0C0Y76 -> F16C0Y165
P000532,0.69,0.2,0.2,0.4,0.0,0.8,0.0,381.0,AA0114BODTFB -> AA0004TFBEDB,AA0114 -> AA0004,F0C0Y76 -> F16C0Y165
P000533,0.01,0.0,0.0,0.0,0.0,0.0,0.0,568.0,AA0114BODTFB -> AA0004TFBEDB,AA0114 -> AA0004,F0C0Y76 -> F16C0Y165
P000534,0.01,0.2,0.0,0.0,0.0,0.0,0.2,148.0,AA0114BODTFB -> AA0004TFBEDB,AA0114 -> AA0004,F0C0Y76 -> F16C0Y165
P000536,0.03,0.0,0.0,0.0,0.0,0.0,0.0,317.0,AA0114BODTFB -> AA0004TFBEDB,AA0114 -> AA0004,F0C0Y76 -> F16C0Y165
P000537,0.03,0.0,0.0,0.0,0.0,0.0,0.0,328.0,AA0114BODTFB -> AA0004TFBEDB,AA0114 -> AA0004,F0C0Y76 -> F16C0Y165
P000538,0.29,0.0,0.0,0.0,0.0,0.0,0.0,350.0,AA0114BODTFB -> AA0004TFBEDB,AA0114 -> AA0004,F0C0Y76 -> F16C0Y165
P000543,0.74,0.2,0.2,0.4,0.0,0.8,0.0,381.0,AA0114BODTFB -> AA0458TFBMBY -> AA0006MBYEDB,AA0114 -> AA0458 -> AA0006,F0C0Y76 -> F16C0Y165 -> F16C0Y165
P000547,0.01,0.0,0.0,0.0,0.0,0.0,0.0,317.0,AA0114BODTFB -> AA0458TFBMBY -> AA0006MBYEDB,AA0114 -> AA0458 -> AA0006,F0C0Y76 -> F16C0Y165 -> F16C0Y165
P000550,1.17,1.4,1.4,0.8,1.0,2.6,0.0,525.0,AA0120BODTFB -> AA0002TFBEDB,AA0120 -> AA0002,F16C0Y165 -> F16C0Y165
P000551,0.03,0.0,0.0,0.0,0.0,0.0,0.0,300.0,AA0120BODTFB -> AA0002TFBEDB,AA0120 -> AA0002,F16C0Y165 -> F16C0Y165
P000552,1.99,2.2,2.2,0.75,1.2,3.0,0.0,439.0,AA0120BODTFB -> AA0002TFBEDB,AA0120 -> AA0002,F16C0Y165 -> F16C0Y165
P000553,5.65,4.6,0.0,0.0,0.0,0.0,4.6,275.0,AA0120BODTFB -> AA0002TFBEDB,AA0120 -> AA0002,F16C0Y165 -> F16C0Y165
P000554,9.03,8.0,8.0,0.63,7.2,8.8,0.0,381.0,AA0120BODTFB -> AA0002TFBEDB,AA0120 -> AA0002,F16C0Y165 -> F16C0Y165
P000558,0.03,0.2,0.0,0.0,0.0,0.0,0.2,317.0,AA0120BODTFB -> AA0002TFBEDB,AA0120 -> AA0002,F16C0Y165 -> F16C0Y165
P000559,4.25,2.6,0.0,0.0,0.0,0.0,2.6,328.0,AA0120BODTFB -> AA0002TFBEDB,AA0120 -> AA0002,F16C0Y165 -> F16C0Y165
P000560,1.83,1.4,0.0,0.0,0.0,0.0,1.4,350.0,AA0120BODTFB -> AA0002TFBEDB,AA0120 -> AA0002,F16C0Y165 -> F16C0Y165
P000571,0.32,0.2,0.2,0.4,0.0,0.8,0.0,378.0,AA0080BODTFB -> AA0678TFBEFO,AA0080 -> AA0678,F0C0Y76 -> F16C0Y165
P000573,0.67,0.4,0.4,0.49,0.0,1.0,0.0,230.0,AA0084BODTFB -> AA0678TFBEFO,AA0084 -> AA0678,F16C0Y165 -> F16C0Y165
P000577,1.49,1.2,1.2,1.6,0.0,3.6,0.0,464.0,AA0084BODTFB -> AA0678TFBEFO,AA0084 -> AA0678,F16C0Y165 -> F16C0Y165
P000578,0.32,0.2,0.2,0.4,0.0,0.8,0.0,141.0,AA0084BODTFB -> AA0678TFBEFO,AA0084 -> AA0678,F16C0Y165 -> F16C0Y165
P000581,2.08,2.2,2.2,2.56,0.0,6.0,0.0,322.0,AA0084BODTFB -> AA0678TFBEFO,AA0084 -> AA0678,F16C0Y165 -> F16C0Y165
P000582,0.29,0.4,0.4,0.49,0.0,1.0,0.0,378.0,AA0084BODTFB -> AA0678TFBEFO,AA0084 -> AA0678,F16C0Y165 -> F16C0Y165
P000584,0.01,0.0,0.0,0.0,0.0,0.0,0.0,230.0,AA0108BODTFB -> AA0676TFBEFO,AA0108 -> AA0676,F0C0Y76 -> F16C0Y165
P000585,0.01,0.0,0.0,0.0,0.0,0.0,0.0,434.0,AA0108BODTFB -> AA0676TFBEFO,AA0108 -> AA0676,F0C0Y76 -> F16C0Y165
P000586,0.01,0.0,0.0,0.0,0.0,0.0,0.0,278.0,AA0108BODTFB -> AA0676TFBEFO,AA0108 -> AA0676,F0C0Y76 -> F16C0Y165
P000587,0.01,0.0,0.0,0.0,0.0,0.0,0.0,395.0,AA0108BODTFB -> AA0676TFBEFO,AA0108 -> AA0676,F0C0Y76 -> F16C0Y165
P000588,0.4,0.0,0.0,0.0,0.0,0.0,0.0,464.0,AA0108BODTFB -> AA0676TFBEFO,AA0108 -> AA0676,F0C0Y76 -> F16C0Y165
P000589,0.01,0.0,0.0,0.0,0.0,0.0,0.0,141.0,AA0108BODTFB -> AA0676TFBEFO,AA0108 -> AA0676,F0C0Y76 -> F16C0Y165
P000591,0.14,0.0,0.0,0.0,0.0,0.0,0.0,197.0,AA0108BODTFB -> AA0676TFBEFO,AA0108 -> AA0676,F0C0Y76 -> F16C0Y165
P000592,0.77,1.4,1.4,0.8,0.2,2.0,0.0,322.0,AA0108BODTFB -> AA0676TFBEFO,AA0108 -> AA0676,F0C0Y76 -> F16C0Y165
P000595,0.01,0.0,0.0,0.0,0.0,0.0,0.0,230.0,AA0112BODTFB -> AA0676TFBEFO,AA0112 -> AA0676,F0C0Y76 -> F16C0Y165
P000596,0.01,0.0,0.0,0.0,0.0,0.0,0.0,434.0,AA0112BODTFB -> AA0676TFBEFO,AA0112 -> AA0676,F0C0Y76 -> F16C0Y165
P000597,0.01,0.0,0.0,0.0,0.0,0.0,0.0,278.0,AA0112BODTFB -> AA0676TFBEFO,AA0112 -> AA0676,F0C0Y76 -> F16C0Y165
P000598,0.01,0.0,0.0,0.0,0.0,0.0,0.0,395.0,AA0112BODTFB -> AA0676TFBEFO,AA0112 -> AA0676,F0C0Y76 -> F16C0Y165
P000600,0.71,0.0,0.0,0.0,0.0,0.0,0.0,141.0,AA0112BODTFB -> AA0676TFBEFO,AA0112 -> AA0676,F0C0Y76 -> F16C0Y165
P000602,0.14,0.4,0.0,0.0,0.0,0.0,0.4,197.0,AA0112BODTFB -> AA0676TFBEFO,AA0112 -> AA0676,F0C0Y76 -> F16C0Y165
P000603,0.01,0.0,0.0,0.0,0.0,0.0,0.0,322.0,AA0112BODTFB -> AA0676TFBEFO,AA0112 -> AA0676,F0C0Y76 -> F16C0Y165
P000604,0.3,0.4,0.4,0.49,0.0,1.0,0.0,378.0,AA0112BODTFB -> AA0676TFBEFO,AA0112 -> AA0676,F0C0Y76 -> F16C0Y165
P000606,0.01,0.0,0.0,0.0,0.0,0.0,0.0,230.0,AA0114BODTFB -> AA0676TFBEFO,AA0114 -> AA0676,F0C0Y76 -> F16C0Y165
P000607,0.01,0.0,0.0,0.0,0.0,0.0,0.0,434.0,AA0114BODTFB -> AA0676TFBEFO,AA0114 -> AA0676,F0C0Y76 -> F16C0Y165
P000608,0.01,0.0,0.0,0.0,0.0,0.0,0.0,278.0,AA0114BODTFB -> AA0676TFBEFO,AA0114 -> AA0676,F0C0Y76 -> F16C0Y165
P000609,0.34,0.4,0.4,0.49,0.0,1.0,0.0,395.0,AA0114BODTFB -> AA0676TFBEFO,AA0114 -> AA0676,F0C0Y76 -> F16C0Y165
P000610,0.26,0.2,0.2,0.4,0.0,0.8,0.0,464.0,AA0114BODTFB -> AA0676TFBEFO,AA0114 -> AA0676,F0C0Y76 -> F16C0Y165
P000611,0.01,0.0,0.0,0.0,0.0,0.0,0.0,141.0,AA0114BODTFB -> AA0676TFBEFO,AA0114 -> AA0676,F0C0Y76 -> F16C0Y165
P000613,0.14,0.4,0.4,0.49,0.0,1.0,0.0,197.0,AA0114BODTFB -> AA0676TFBEFO,AA0114 -> AA0676,F0C0Y76 -> F16C0Y165
P000614,0.01,0.0,0.0,0.0,0.0,0.0,0.0,322.0,AA0114BODTFB -> AA0676TFBEFO,AA0114 -> AA0676,F0C0Y76 -> F16C0Y165
P000617,0.01,0.0,0.0,0.0,0.0,0.0,0.0,230.0,AA0120BODTFB -> AA0672TFBEFO,AA0120 -> AA0672,F16C0Y165 -> F16C0Y165
P000619,0.01,0.2,0.2,0.4,0.0,0.8,0.0,278.0,AA0120BODTFB -> AA0672TFBEFO,AA0120 -> AA0672,F16C0Y165 -> F16C0Y165
P000620,0.65,0.8,0.8,0.98,0.0,2.0,0.0,395.0,AA0120BODTFB -> AA0672TFBEFO,AA0120 -> AA0672,F16C0Y165 -> F16C0Y165
P000622,3.73,2.6,0.0,0.0,0.0,0.0,2.6,141.0,AA0120BODTFB -> AA0672TFBEFO,AA0120 -> AA0672,F16C0Y165 -> F16C0Y165
P000624,0.2,0.4,0.0,0.0,0.0,0.0,0.4,197.0,AA0120BODTFB -> AA0672TFBEFO,AA0120 -> AA0672,F16C0Y165 -> F16C0Y165
P000625,6.77,7.0,7.0,2.19,4.2,9.6,0.0,322.0,AA0120BODTFB -> AA0672TFBEFO,AA0120 -> AA0672,F16C0Y165 -> F16C0Y165
P000626,0.63,0.2,0.2,0.4,0.0,0.8,0.0,378.0,AA0120BODTFB -> AA0672TFBEFO,AA0120 -> AA0672,F16C0Y165 -> F16C0Y165
P000636,0.32,0.2,0.2,0.4,0.0,0.8,0.0,305.0,AA0080BODTFB -> AA0664TFBEGX,AA0080 -> AA0664,F0C0Y76 -> F0C0Y76
P000641,1.0,0.4,0.4,0.49,0.0,1.0,0.0,284.0,AA0084BODTFB -> AA0664TFBEGX,AA0084 -> AA0664,F16C0Y165 -> F0C0Y76
P000642,0.35,0.4,0.4,0.49,0.0,1.0,0.0,365.0,AA0084BODTFB -> AA0664TFBEGX,AA0084 -> AA0664,F16C0Y165 -> F0C0Y76
P000644,0.32,0.2,0.2,0.4,0.0,0.8,0.0,154.0,AA0084BODTFB -> AA0664TFBEGX,AA0084 -> AA0664,F16C0Y165 -> F0C0Y76
P000652,0.4,0.4,0.4,0.49,0.0,1.0,0.0,284.0,AA0108BODTFB -> AA0670TFBEGX,AA0108 -> AA0670,F0C0Y76 -> F16C0Y165
P000661,0.33,0.4,0.4,0.49,0.0,1.0,0.0,272.0,AA0112BODTFB -> AA0670TFBEGX,AA0112 -> AA0670,F0C0Y76 -> F16C0Y165
P000663,3.14,2.4,2.4,0.8,1.2,3.0,0.0,284.0,AA0112BODTFB -> AA0670TFBEGX,AA0112 -> AA0670,F0C0Y76 -> F16C0Y165
P000664,0.98,0.2,0.2,0.4,0.0,0.8,0.0,365.0,AA0112BODTFB -> AA0670TFBEGX,AA0112 -> AA0670,F0C0Y76 -> F16C0Y165
P000669,0.6,0.2,0.2,0.4,0.0,0.8,0.0,305.0,AA0112BODTFB -> AA0670TFBEGX,AA0112 -> AA0670,F0C0Y76 -> F16C0Y165
P000670,0.58,1.2,1.2,1.47,0.0,3.0,0.0,394.0,AA0112BODTFB -> AA0670TFBEGX,AA0112 -> AA0670,F0C0Y76 -> F16C0Y165
P000672,0.02,0.0,0.0,0.0,0.0,0.0,0.0,272.0,AA0114BODTFB -> AA0660TFBEGX,AA0114 -> AA0660,F0C0Y76 -> F16C0Y165
P000674,0.9,0.4,0.4,0.49,0.0,1.0,0.0,284.0,AA0114BODTFB -> AA0660TFBEGX,AA0114 -> AA0660,F0C0Y76 -> F16C0Y165
P000679,0.02,0.0,0.0,0.0,0.0,0.0,0.0,286.0,AA0114BODTFB -> AA0660TFBEGX,AA0114 -> AA0660,F0C0Y76 -> F16C0Y165
P000683,0.02,0.2,0.0,0.0,0.0,0.0,0.2,272.0,AA0120BODTFB -> AA0660TFBEGX,AA0120 -> AA0660,F16C0Y165 -> F16C0Y165
P000685,7.53,8.0,1.8,3.12,0.0,6.6,6.2,284.0,AA0120BODTFB -> AA0660TFBEGX,AA0120 -> AA0660,F16C0Y165 -> F16C0Y165
P000686,2.26,3.4,3.4,1.85,1.2,5.8,0.0,365.0,AA0120BODTFB -> AA0660TFBEGX,AA0120 -> AA0660,F16C0Y165 -> F16C0Y165
P000688,0.33,0.0,0.0,0.0,0.0,0.0,0.0,154.0,AA0120BODTFB -> AA0660TFBEGX,AA0120 -> AA0660,F16C0Y165 -> F16C0Y165
P000690,0.03,0.2,0.2,0.4,0.0,0.8,0.0,286.0,AA0120BODTFB -> AA0660TFBEGX,AA0120 -> AA0660,F16C0Y165 -> F16C0Y165
P000692,0.3,0.2,0.2,0.4,0.0,0.8,0.0,394.0,AA0120BODTFB -> AA0660TFBEGX,AA0120 -> AA0660,F16C0Y165 -> F16C0Y165
P000701,0.58,0.4,0.4,0.49,0.0,1.0,0.0,269.0,AA0080BODTFB -> BA2299TFBFVH,AA0080 -> BA2299,F0C0Y76 -> F16C0Y165
P000705,0.33,0.2,0.2,0.4,0.0,0.8,0.0,257.0,AA0084BODTFB -> BA2299TFBFVH,AA0084 -> BA2299,F16C0Y165 -> F16C0Y165
P000707,0.32,0.2,0.2,0.4,0.0,0.8,0.0,263.0,AA0084BODTFB -> BA2299TFBFVH,AA0084 -> BA2299,F16C0Y165 -> F16C0Y165
P000712,2.63,1.6,1.6,1.36,0.2,3.6,0.0,269.0,AA0084BODTFB -> BA2299TFBFVH,AA0084 -> BA2299,F16C0Y165 -> F16C0Y165
P000723,0.43,0.0,0.0,0.0,0.0,0.0,0.0,269.0,AA0090BODTFB -> BA2281TFBFVH,AA0090 -> BA2281,F0C0Y76 -> F0C0Y76
P000727,0.33,0.4,0.4,0.49,0.0,1.0,0.0,257.0,AA0092BODTFB -> BA2281TFBFVH,AA0092 -> BA2281,F16C0Y165 -> F0C0Y76
P000734,0.43,0.6,0.6,0.49,0.0,1.0,0.0,269.0,AA0092BODTFB -> BA2281TFBFVH,AA0092 -> BA2281,F16C0Y165 -> F0C0Y76
P000739,0.5,0.6,0.6,0.8,0.0,1.8,0.0,396.0,AA0096BODTFB -> BA2299TFBFVH,AA0096 -> BA2299,F0C0Y76 -> F16C0Y165
P000756,0.33,0.8,0.8,0.75,0.0,1.8,0.0,269.0,AA0112BODTFB -> BA2295TFBFVH,AA0112 -> BA2295,F0C0Y76 -> F0C0Y76
P000760,0.31,0.4,0.4,0.49,0.0,1.0,0.0,257.0,AA0114BODTFB -> BA2295TFBFVH,AA0114 -> BA2295,F0C0Y76 -> F0C0Y76
P000767,0.66,0.4,0.4,0.49,0.0,1.0,0.0,269.0,AA0114BODTFB -> BA2295TFBFVH,AA0114 -> BA2295,F0C0Y76 -> F0C0Y76
P000778,1.0,0.6,0.6,0.8,0.0,1.8,0.0,269.0,AA0134BODQEY -> BA2644QEYFVH,AA0134 -> super_BA2644,F0C0Y76 -> F0C0Y76
P000783,1.05,2.0,2.0,1.55,1.0,4.4,0.0,464.0,AA0082BODTFB -> AA0014TFBFXS,AA0082 -> AA0014,F16C0Y165 -> F0C0Y76
P000784,0.98,0.8,0.8,0.98,0.0,2.0,0.0,306.0,AA0082BODTFB -> AA0014TFBFXS,AA0082 -> AA0014,F16C0Y165 -> F0C0Y76
P000795,0.48,0.4,0.4,0.49,0.0,1.0,0.0,306.0,AA0096BODTFB -> AA0014TFBFXS,AA0096 -> AA0014,F0C0Y76 -> F0C0Y76
P000801,1.0,1.0,1.0,0.63,0.2,1.8,0.0,338.0,AA0096BODTFB -> AA0014TFBFXS,AA0096 -> AA0014,F0C0Y76 -> F0C0Y76
P000804,0.08,0.6,0.6,0.8,0.0,1.8,0.0,269.0,AA0112BODTFB -> AA0008TFBFXS,AA0112 -> AA0008,F0C0Y76 -> F16C0Y165
P000811,0.16,0.0,0.0,0.0,0.0,0.0,0.0,208.0,AA0112BODTFB -> AA0008TFBFXS,AA0112 -> AA0008,F0C0Y76 -> F16C0Y165
P000812,1.01,0.8,0.8,0.75,0.0,1.8,0.0,338.0,AA0112BODTFB -> AA0008TFBFXS,AA0112 -> AA0008,F0C0Y76 -> F16C0Y165
P000815,0.08,0.2,0.2,0.4,0.0,0.8,0.0,269.0,AA0114BODTFB -> AA0008TFBFXS,AA0114 -> AA0008,F0C0Y76 -> F16C0Y165
P000817,0.98,0.6,0.6,0.8,0.0,1.8,0.0,306.0,AA0114BODTFB -> AA0008TFBFXS,AA0114 -> AA0008,F0C0Y76 -> F16C0Y165
P000822,0.16,0.0,0.0,0.0,0.0,0.0,0.0,208.0,AA0114BODTFB -> AA0008TFBFXS,AA0114 -> AA0008,F0C0Y76 -> F16C0Y165
P000823,0.65,1.0,1.0,1.1,0.0,2.6,0.0,338.0,AA0114BODTFB -> AA0008TFBFXS,AA0114 -> AA0008,F0C0Y76 -> F16C0Y165
P000826,11.58,12.8,4.2,4.26,0.0,10.2,8.6,94.0,AA0051BODGBJ,super_AA0051,F12C12Y48
P000827,10.03,11.0,11.0,4.29,6.8,17.2,0.0,187.0,AA0051BODGBJ,super_AA0051,F12C12Y48
P000828,0.48,1.0,0.8,0.75,0.0,1.8,0.2,125.0,AA0051BODGBJ,super_AA0051,F12C12Y48
P000829,7.13,6.4,5.0,2.76,1.0,7.8,1.4,135.0,AA0051BODGBJ,super_AA0051,F12C12Y48
P000830,0.51,1.0,0.8,0.75,0.0,1.8,0.2,138.0,AA0051BODGBJ,super_AA0051,F12C12Y48
P000831,3.95,2.8,2.6,1.02,1.2,3.8,0.2,141.0,AA0051BODGBJ,super_AA0051,F12C12Y48
P000833,0.01,0.0,0.0,0.0,0.0,0.0,0.0,86.0,AA0051BODGBJ,super_AA0051,F12C12Y48
P000835,10.98,10.6,10.6,2.58,8.0,14.2,0.0,183.0,AA0051BODGBJ,super_AA0051,F12C12Y48
P000837,4.68,6.4,3.0,2.68,0.0,6.0,3.4,94.0,AA0055BODGBJ,super_AA0055,F12C12Y48
P000838,3.16,3.0,3.0,1.67,0.6,4.8,0.0,187.0,AA0055BODGBJ,super_AA0055,F12C12Y48
P000839,3.92,4.6,3.2,2.48,1.2,7.0,1.4,125.0,AA0055BODGBJ,super_AA0055,F12C12Y48
P000840,15.51,15.2,15.2,3.37,11.4,20.0,0.0,135.0,AA0055BODGBJ,super_AA0055,F12C12Y48
P000841,0.63,0.8,0.8,1.17,0.0,2.6,0.0,138.0,AA0055BODGBJ,super_AA0055,F12C12Y48
P000842,2.25,2.8,2.8,0.75,2.0,3.8,0.0,141.0,AA0055BODGBJ,super_AA0055,F12C12Y48
P000843,0.32,0.2,0.2,0.4,0.0,0.8,0.0,149.0,AA0055BODGBJ,super_AA0055,F12C12Y48
P000845,2.29,1.6,1.0,1.1,0.0,2.6,0.6,122.0,AA0055BODGBJ,super_AA0055,F12C12Y48
P000846,15.22,16.8,16.8,4.35,12.6,23.2,0.0,183.0,AA0055BODGBJ,super_AA0055,F12C12Y48
P000847,0.3,0.2,0.2,0.4,0.0,0.8,0.0,130.0,AA0181BODGBJ,AA0181,F0C0Y76
P000848,15.72,13.4,1.8,2.23,0.0,4.8,11.6,94.0,AA0181BODGBJ,AA0181,F0C0Y76
P000849,14.59,15.2,15.2,5.19,8.0,20.8,0.0,187.0,AA0181BODGBJ,AA0181,F0C0Y76
P000850,15.27,14.8,11.8,5.15,6.0,17.8,3.0,125.0,AA0181BODGBJ,AA0181,F0C0Y76
P000851,7.98,9.6,9.6,2.65,5.8,12.6,0.0,135.0,AA0181BODGBJ,AA0181,F0C0Y76
P000852,0.95,1.4,1.4,1.5,0.0,3.6,0.0,138.0,AA0181BODGBJ,AA0181,F0C0Y76
P000853,21.68,24.2,24.2,2.64,20.2,26.0,0.0,141.0,AA0181BODGBJ,AA0181,F0C0Y76
P000856,1.44,1.6,0.6,0.8,0.0,1.8,1.0,122.0,AA0181BODGBJ,AA0181,F0C0Y76
P000857,13.56,11.2,11.2,2.48,7.6,13.8,0.0,183.0,AA0181BODGBJ,AA0181,F0C0Y76
P000858,0.04,0.2,0.2,0.4,0.0,0.8,0.0,130.0,AA0183BODGBJ,AA0183,F0C0Y76
P000859,12.76,14.0,10.6,5.28,3.2,16.0,3.4,94.0,AA0183BODGBJ,AA0183,F0C0Y76
P000860,10.95,11.2,11.2,1.83,9.0,13.0,0.0,187.0,AA0183BODGBJ,AA0183,F0C0Y76
P000861,5.62,6.6,6.6,2.94,3.6,10.8,0.0,125.0,AA0183BODGBJ,AA0183,F0C0Y76
P000862,5.85,6.8,6.8,3.82,2.6,12.2,0.0,135.0,AA0183BODGBJ,AA0183,F0C0Y76
P000863,0.04,0.2,0.2,0.4,0.0,0.8,0.0,138.0,AA0183BODGBJ,AA0183,F0C0Y76
P000864,11.9,11.4,11.4,1.96,8.6,13.6,0.0,141.0,AA0183BODGBJ,AA0183,F0C0Y76
P000865,0.04,0.0,0.0,0.0,0.0,0.0,0.0,149.0,AA0183BODGBJ,AA0183,F0C0Y76
P000866,0.04,0.0,0.0,0.0,0.0,0.0,0.0,86.0,AA0183BODGBJ,AA0183,F0C0Y76
P000867,6.65,4.2,4.2,0.75,3.2,5.0,0.0,122.0,AA0183BODGBJ,AA0183,F0C0Y76
P000868,14.56,12.8,12.8,0.4,12.2,13.0,0.0,183.0,AA0183BODGBJ,AA0183,F0C0Y76
P000870,20.41,20.8,20.8,3.66,16.6,25.6,0.0,94.0,AA0187BODGBJ,AA0187,F16C0Y165
P000871,5.17,5.6,5.6,2.33,3.0,8.6,0.0,187.0,AA0187BODGBJ,AA0187,F16C0Y165
P000872,7.66,7.0,7.0,0.89,6.0,8.0,0.0,125.0,AA0187BODGBJ,AA0187,F16C0Y165
P000873,3.74,5.0,5.0,1.1,3.4,6.0,0.0,135.0,AA0187BODGBJ,AA0187,F16C0Y165
P000874,0.81,0.6,0.6,0.8,0.0,1.8,0.0,138.0,AA0187BODGBJ,AA0187,F16C0Y165
P000875,4.08,3.0,3.0,2.76,1.0,7.2,0.0,141.0,AA0187BODGBJ,AA0187,F16C0Y165
P000877,0.05,0.2,0.2,0.4,0.0,0.8,0.0,86.0,AA0187BODGBJ,AA0187,F16C0Y165
P000878,0.04,0.0,0.0,0.0,0.0,0.0,0.0,122.0,AA0187BODGBJ,AA0187,F16C0Y165
P000879,8.36,10.0,10.0,2.37,6.6,12.6,0.0,183.0,AA0187BODGBJ,AA0187,F16C0Y165
P000881,17.57,18.0,14.6,3.83,9.4,18.0,3.4,94.0,AA0189BODGBJ,AA0189,F0C0Y76
P000882,4.75,5.2,5.2,1.17,3.4,6.0,0.0,187.0,AA0189BODGBJ,AA0189,F0C0Y76
P000883,3.51,3.0,3.0,2.1,1.0,5.8,0.0,125.0,AA0189BODGBJ,AA0189,F0C0Y76
P000884,7.78,5.8,5.8,3.87,2.2,10.8,0.0,135.0,AA0189BODGBJ,AA0189,F0C0Y76
P000885,0.33,0.2,0.2,0.4,0.0,0.8,0.0,138.0,AA0189BODGBJ,AA0189,F0C0Y76
P000886,5.56,5.8,5.8,3.76,1.4,11.0,0.0,141.0,AA0189BODGBJ,AA0189,F0C0Y76
P000888,0.06,0.0,0.0,0.0,0.0,0.0,0.0,86.0,AA0189BODGBJ,AA0189,F0C0Y76
P000889,3.14,3.0,3.0,1.41,1.2,4.8,0.0,122.0,AA0189BODGBJ,AA0189,F0C0Y76
P000890,5.96,5.2,5.2,1.17,4.0,6.8,0.0,183.0,AA0189BODGBJ,AA0189,F0C0Y76
P000892,24.01,22.8,5.4,5.28,0.4,13.0,17.4,94.0,AA0191BODGBJ,AA0191,F0C0Y76
P000893,7.21,5.6,5.6,1.2,4.2,7.0,0.0,187.0,AA0191BODGBJ,AA0191,F0C0Y76
P000894,3.88,3.0,3.0,0.63,2.2,3.8,0.0,125.0,AA0191BODGBJ,AA0191,F0C0Y76
P000895,12.13,14.0,14.0,1.9,11.4,16.0,0.0,135.0,AA0191BODGBJ,AA0191,F0C0Y76
P000896,0.32,0.4,0.4,0.49,0.0,1.0,0.0,138.0,AA0191BODGBJ,AA0191,F0C0Y76
P000897,8.7,8.8,8.8,2.64,4.8,11.0,0.0,141.0,AA0191BODGBJ,AA0191,F0C0Y76
P000898,0.33,0.2,0.2,0.4,0.0,0.8,0.0,149.0,AA0191BODGBJ,AA0191,F0C0Y76
P000899,0.01,0.0,0.0,0.0,0.0,0.0,0.0,86.0,AA0191BODGBJ,AA0191,F0C0Y76
P000900,0.31,0.0,0.0,0.0,0.0,0.0,0.0,122.0,AA0191BODGBJ,AA0191,F0C0Y76
