Product,Historical_Demand,MC_Mean_Demand,Expected_Sold,Std_Sold,P5_Sold,P95_Sold,Expected_Unmet,Fare,Legs,Tasks,Assigned_Fleets
P019566,1.39,1.8,1.8,1.72,0.2,4.4,0.0,96.0,BA2299TFBFVH -> AA0325TKDTFB,BA2299 -> AA0325,F16C0Y165 -> F16C0Y165
P019570,1.37,0.6,0.6,0.49,0.0,1.0,0.0,122.0,BA2281TFBFVH -> AA0329TKDTFB,BA2281 -> AA0329,F0C0Y76 -> F16C0Y165
P019574,0.25,0.0,0.0,0.0,0.0,0.0,0.0,286.0,BA2281TFBFVH -> AA0329TKDTFB,BA2281 -> AA0329,F0C0Y76 -> F16C0Y165
P019577,1.05,0.6,0.6,0.8,0.0,1.8,0.0,96.0,BA2281TFBFVH -> AA0329TKDTFB,BA2281 -> AA0329,F0C0Y76 -> F16C0Y165
P019581,1.91,2.0,2.0,0.63,1.2,2.8,0.0,122.0,BA2081QEYFVH -> AA0403TKDQEY,BA2081 -> AA0403,F0C0Y76 -> F16C0Y165
P019582,0.55,0.6,0.6,0.8,0.0,1.8,0.0,253.0,BA2081QEYFVH -> AA0403TKDQEY,BA2081 -> AA0403,F0C0Y76 -> F16C0Y165
P019585,0.3,0.2,0.2,0.4,0.0,0.8,0.0,286.0,BA2081QEYFVH -> AA0403TKDQEY,BA2081 -> AA0403,F0C0Y76 -> F16C0Y165
P019588,2.56,4.2,4.2,1.47,3.0,6.4,0.0,96.0,BA2081QEYFVH -> AA0403TKDQEY,BA2081 -> AA0403,F0C0Y76 -> F16C0Y165
P019592,49.01,48.0,48.0,7.59,37.0,55.8,0.0,148.0,AA0226TKDHEM,super_AA0226,F16C0Y165
P019594,1.17,1.4,1.4,0.8,0.2,2.0,0.0,170.0,AA0226TKDHEM,super_AA0226,F16C0Y165
P019595,3.24,6.4,6.4,2.65,2.6,9.0,0.0,217.0,AA0226TKDHEM,super_AA0226,F16C0Y165
P019597,3.22,2.2,2.2,0.75,1.2,3.0,0.0,245.0,AA0226TKDHEM,super_AA0226,F16C0Y165
P019599,72.69,63.6,63.6,9.93,52.0,74.6,0.0,131.0,AA0226TKDHEM,super_AA0226,F16C0Y165
P019600,4.45,3.2,3.2,2.14,0.4,5.8,0.0,194.0,AA0226TKDHEM,super_AA0226,F16C0Y165
P019601,0.63,1.0,1.0,0.89,0.0,2.0,0.0,403.0,AA0226TKDHEM,super_AA0226,F16C0Y165
P019603,1.17,1.2,1.2,0.4,1.0,1.8,0.0,167.0,BA2444TFBHFH -> AA0227TKDTFB,BA2444 -> super_AA0227,F0C0Y76 -> F16C0Y165
P019606,0.91,1.0,1.0,0.89,0.0,2.0,0.0,211.0,BA2444TFBHFH -> AA0227TKDTFB,BA2444 -> super_AA0227,F0C0Y76 -> F16C0Y165
P019612,0.33,0.0,0.0,0.0,0.0,0.0,0.0,241.0,BA2444TFBHFH -> AA0227TKDTFB,BA2444 -> super_AA0227,F0C0Y76 -> F16C0Y165
P019614,0.33,0.0,0.0,0.0,0.0,0.0,0.0,167.0,BA2234TFBHFH -> AA0323TKDTFB,BA2234 -> AA0323,F0C0Y76 -> F16C0Y165
P019616,0.25,0.2,0.2,0.4,0.0,0.8,0.0,170.0,BA2234TFBHFH -> AA0323TKDTFB,BA2234 -> AA0323,F0C0Y76 -> F16C0Y165
P019630,0.71,0.4,0.4,0.49,0.0,1.0,0.0,110.0,BA2248TFBHFH -> AA0325TKDTFB,BA2248 -> AA0325,F0C0Y76 -> F16C0Y165
P019636,0.49,0.6,0.6,0.49,0.0,1.0,0.0,167.0,BA2410TFBHFH -> AA0325TKDTFB,BA2410 -> AA0325,F12C12Y48 -> F16C0Y165
P019643,0.33,0.0,0.0,0.0,0.0,0.0,0.0,149.0,BA2410TFBHFH -> AA0325TKDTFB,BA2410 -> AA0325,F12C12Y48 -> F16C0Y165
P019649,0.42,0.2,0.2,0.4,0.0,0.8,0.0,170.0,BA2506TFBHFH -> AA0325TKDTFB,BA2506 -> AA0325,F0C0Y76 -> F16C0Y165
P019652,0.7,0.8,0.8,0.75,0.0,1.8,0.0,110.0,BA2506TFBHFH -> AA0325TKDTFB,BA2506 -> AA0325,F0C0Y76 -> F16C0Y165
P019654,1.0,0.6,0.6,0.49,0.0,1.0,0.0,149.0,BA2506TFBHFH -> AA0325TKDTFB,BA2506 -> AA0325,F0C0Y76 -> F16C0Y165
P019658,0.33,0.2,0.2,0.4,0.0,0.8,0.0,167.0,BA2594TFBHFH -> AA0325TKDTFB,BA2594 -> AA0325,F12C12Y48 -> F16C0Y165
P019669,2.24,1.8,1.8,0.4,1.2,2.0,0.0,167.0,BA2192TFBHFH -> AA0327TKDTFB,BA2192 -> AA0327,F0C0Y76 -> F16C0Y165
P019674,0.66,0.6,0.6,0.49,0.0,1.0,0.0,110.0,BA2192TFBHFH -> AA0327TKDTFB,BA2192 -> AA0327,F0C0Y76 -> F16C0Y165
P019676,0.33,0.0,0.0,0.0,0.0,0.0,0.0,149.0,BA2192TFBHFH -> AA0327TKDTFB,BA2192 -> AA0327,F0C0Y76 -> F16C0Y165
P019680,1.0,0.8,0.8,0.75,0.0,1.8,0.0,167.0,BA2358QEYHFH -> AA0401TKDQEY,BA2358 -> AA0401,F0C0Y76 -> F0C0Y76
P019681,0.26,0.0,0.0,0.0,0.0,0.0,0.0,252.0,BA2358QEYHFH -> AA0401TKDQEY,BA2358 -> AA0401,F0C0Y76 -> F0C0Y76
P019682,0.33,0.0,0.0,0.0,0.0,0.0,0.0,170.0,BA2358QEYHFH -> AA0401TKDQEY,BA2358 -> AA0401,F0C0Y76 -> F0C0Y76
P019685,0.32,0.4,0.4,0.49,0.0,1.0,0.0,110.0,BA2358QEYHFH -> AA0401TKDQEY,BA2358 -> AA0401,F0C0Y76 -> F0C0Y76
P019689,0.33,0.4,0.4,0.49,0.0,1.0,0.0,241.0,BA2358QEYHFH -> AA0401TKDQEY,BA2358 -> AA0401,F0C0Y76 -> F0C0Y76
P019691,1.26,2.8,2.8,1.72,1.2,5.4,0.0,167.0,BA2350QEYHFH -> AA0403TKDQEY,BA2350 -> AA0403,F0C0Y76 -> F16C0Y165
P019692,0.31,0.2,0.2,0.4,0.0,0.8,0.0,252.0,BA2350QEYHFH -> AA0403TKDQEY,BA2350 -> AA0403,F0C0Y76 -> F16C0Y165
P019698,1.33,1.8,1.8,0.75,1.0,2.8,0.0,149.0,BA2350QEYHFH -> AA0403TKDQEY,BA2350 -> AA0403,F0C0Y76 -> F16C0Y165
P019702,1.97,2.4,0.0,0.0,0.0,0.0,2.4,143.0,AA0859TFBIOM -> AA0325TKDTFB,AA0859 -> AA0325,F16C0Y165 -> F16C0Y165
P019704,0.38,0.2,0.0,0.0,0.0,0.0,0.2,172.0,AA0859TFBIOM -> AA0325TKDTFB,AA0859 -> AA0325,F16C0Y165 -> F16C0Y165
P019708,0.49,0.6,0.6,0.49,0.0,1.0,0.0,421.0,AA0859TFBIOM -> AA0325TKDTFB,AA0859 -> AA0325,F16C0Y165 -> F16C0Y165
P019709,2.13,2.4,0.0,0.0,0.0,0.0,2.4,143.0,AA0859TFBIOM -> AA0325TKDTFB,AA0859 -> AA0325,F16C0Y165 -> F16C0Y165
P019713,2.13,2.2,0.0,0.0,0.0,0.0,2.2,143.0,AA0859TFBIOM -> AA0327TKDTFB,AA0859 -> AA0327,F16C0Y165 -> F16C0Y165
P019715,0.38,0.2,0.0,0.0,0.0,0.0,0.2,172.0,AA0859TFBIOM -> AA0327TKDTFB,AA0859 -> AA0327,F16C0Y165 -> F16C0Y165
P019720,2.13,2.2,0.0,0.0,0.0,0.0,2.2,143.0,AA0859TFBIOM -> AA0327TKDTFB,AA0859 -> AA0327,F16C0Y165 -> F16C0Y165
P019722,0.31,0.0,0.0,0.0,0.0,0.0,0.0,360.0,AA0859TFBIOM -> AA0327TKDTFB,AA0859 -> AA0327,F16C0Y165 -> F16C0Y165
P019731,0.07,0.0,0.0,0.0,0.0,0.0,0.0,48.0,AA0476TFBMBY -> AA0325TKDTFB,AA0476 -> AA0325,F16C0Y165 -> F16C0Y165
P019733,0.33,0.0,0.0,0.0,0.0,0.0,0.0,136.0,AA0476TFBMBY -> AA0325TKDTFB,AA0476 -> AA0325,F16C0Y165 -> F16C0Y165
P019740,0.32,0.4,0.4,0.49,0.0,1.0,0.0,153.0,BA2015TFBQEY -> AA0323TKDTFB,BA2015 -> AA0323,F16C0Y165 -> F16C0Y165
P019746,0.46,0.8,0.8,0.75,0.0,1.8,0.0,104.0,BA2151TFBQEY -> AA0325TKDTFB,BA2151 -> AA0325,F0C0Y76 -> F16C0Y165
P019748,0.38,0.0,0.0,0.0,0.0,0.0,0.0,119.0,BA2151TFBQEY -> AA0325TKDTFB,BA2151 -> AA0325,F0C0Y76 -> F16C0Y165
P019753,0.64,0.4,0.0,0.0,0.0,0.0,0.4,86.0,BA2151TFBQEY -> AA0325TKDTFB,BA2151 -> AA0325,F0C0Y76 -> F16C0Y165
P019754,1.11,1.2,0.8,0.98,0.0,2.0,0.4,122.0,BA2151TFBQEY -> AA0325TKDTFB,BA2151 -> AA0325,F0C0Y76 -> F16C0Y165
P019764,0.82,0.8,0.8,0.75,0.0,1.8,0.0,86.0,BA2047TFBQEY -> AA0327TKDTFB,BA2047 -> AA0327,F0C0Y72 -> F16C0Y165
P019770,0.31,0.0,0.0,0.0,0.0,0.0,0.0,119.0,BA2573TFBQEY -> AA0327TKDTFB,BA2573 -> AA0327,F16C0Y165 -> F16C0Y165
P019775,1.1,0.6,0.6,0.49,0.0,1.0,0.0,86.0,BA2573TFBQEY -> AA0327TKDTFB,BA2573 -> AA0327,F16C0Y165 -> F16C0Y165
P019779,0.39,0.4,0.4,0.49,0.0,1.0,0.0,104.0,BA2135TFBQEY -> AA0329TKDTFB,BA2135 -> AA0329,F16C0Y165 -> F16C0Y165
P019781,0.38,0.4,0.4,0.8,0.0,1.6,0.0,119.0,BA2135TFBQEY -> AA0329TKDTFB,BA2135 -> AA0329,F16C0Y165 -> F16C0Y165
P019784,0.91,0.4,0.4,0.8,0.0,1.6,0.0,153.0,BA2135TFBQEY -> AA0329TKDTFB,BA2135 -> AA0329,F16C0Y165 -> F16C0Y165
P019786,0.46,0.6,0.4,0.49,0.0,1.0,0.2,86.0,BA2135TFBQEY -> AA0329TKDTFB,BA2135 -> AA0329,F16C0Y165 -> F16C0Y165
P019788,0.34,0.4,0.4,0.49,0.0,1.0,0.0,218.0,BA2135TFBQEY -> AA0329TKDTFB,BA2135 -> AA0329,F16C0Y165 -> F16C0Y165
P019790,19.18,15.6,15.6,1.74,13.4,17.8,0.0,104.0,AA0401TKDQEY,AA0401,F0C0Y76
P019791,16.27,19.0,19.0,2.76,16.2,23.0,0.0,197.0,AA0401TKDQEY,AA0401,F0C0Y76
P019792,10.58,10.2,10.2,0.75,9.2,11.0,0.0,119.0,AA0401TKDQEY,AA0401,F0C0Y76
P019793,0.66,1.2,1.2,0.75,0.2,2.0,0.0,139.0,AA0401TKDQEY,AA0401,F0C0Y76
P019794,1.88,1.2,1.2,1.17,0.0,2.8,0.0,217.0,AA0401TKDQEY,AA0401,F0C0Y76
P019795,6.71,5.6,5.6,3.26,1.4,9.6,0.0,153.0,AA0401TKDQEY,AA0401,F0C0Y76
P019797,12.05,14.6,9.6,4.03,4.0,14.4,5.0,86.0,AA0401TKDQEY,AA0401,F0C0Y76
P019799,4.63,5.0,5.0,1.41,3.2,6.8,0.0,218.0,AA0401TKDQEY,AA0401,F0C0Y76
P019800,0.66,0.8,0.8,0.75,0.0,1.8,0.0,225.0,AA0403TKDQEY,AA0403,F16C0Y165
P019801,19.55,21.4,21.4,1.5,20.0,23.6,0.0,104.0,AA0403TKDQEY,AA0403,F16C0Y165
P019802,14.15,13.6,13.6,1.74,11.4,15.8,0.0,197.0,AA0403TKDQEY,AA0403,F16C0Y165
P019803,10.18,13.0,13.0,3.9,8.4,17.8,0.0,119.0,AA0403TKDQEY,AA0403,F16C0Y165
P019804,0.34,0.8,0.8,0.75,0.0,1.8,0.0,139.0,AA0403TKDQEY,AA0403,F16C0Y165
P019805,2.61,3.4,3.4,1.5,2.0,5.6,0.0,217.0,AA0403TKDQEY,AA0403,F16C0Y165
P019806,9.15,12.2,12.2,4.17,6.0,15.8,0.0,153.0,AA0403TKDQEY,AA0403,F16C0Y165
P019808,12.65,14.2,14.2,2.14,11.4,16.8,0.0,86.0,AA0403TKDQEY,AA0403,F16C0Y165
P019810,4.87,6.8,6.8,2.64,4.0,10.4,0.0,218.0,AA0403TKDQEY,AA0403,F16C0Y165
P019811,3.03,2.6,2.6,1.62,0.4,4.6,0.0,253.0,AA0227TKDTFB,super_AA0227,F16C0Y165
P019812,12.71,11.8,11.8,1.33,10.2,13.6,0.0,111.0,AA0227TKDTFB,super_AA0227,F16C0Y165
P019813,3.77,3.2,3.2,1.6,1.2,5.0,0.0,218.0,AA0227TKDTFB,super_AA0227,F16C0Y165
P019814,0.45,0.6,0.6,0.49,0.0,1.0,0.0,135.0,AA0227TKDTFB,super_AA0227,F16C0Y165
P019815,18.87,17.4,17.4,4.67,12.2,23.8,0.0,154.0,AA0227TKDTFB,super_AA0227,F16C0Y165
P019816,0.38,0.4,0.4,0.49,0.0,1.0,0.0,234.0,AA0227TKDTFB,super_AA0227,F16C0Y165
P019817,11.99,13.6,13.6,4.13,9.2,18.8,0.0,172.0,AA0227TKDTFB,super_AA0227,F16C0Y165
P019818,0.03,0.0,0.0,0.0,0.0,0.0,0.0,206.0,AA0227TKDTFB,super_AA0227,F16C0Y165
P019819,67.82,70.2,68.2,6.97,60.6,76.8,2.0,86.0,AA0227TKDTFB,super_AA0227,F16C0Y165
P019820,2.68,2.6,2.6,1.36,1.2,4.6,0.0,146.0,AA0227TKDTFB,super_AA0227,F16C0Y165
P019821,3.35,3.6,3.6,1.02,2.2,4.8,0.0,240.0,AA0227TKDTFB,super_AA0227,F16C0Y165
P019823,4.74,4.4,4.4,1.5,3.0,6.6,0.0,111.0,AA0323TKDTFB,AA0323,F16C0Y165
P019824,1.18,0.4,0.4,0.49,0.0,1.0,0.0,218.0,AA0323TKDTFB,AA0323,F16C0Y165
P019825,0.92,1.4,1.4,1.02,0.2,2.8,0.0,135.0,AA0323TKDTFB,AA0323,F16C0Y165
P019826,17.66,20.4,20.4,1.85,18.2,22.8,0.0,154.0,AA0323TKDTFB,AA0323,F16C0Y165
P019828,26.38,24.6,24.6,2.33,21.6,27.6,0.0,172.0,AA0323TKDTFB,AA0323,F16C0Y165
P019830,67.85,73.8,73.8,11.46,56.8,84.4,0.0,86.0,AA0323TKDTFB,AA0323,F16C0Y165
P019831,0.67,0.2,0.2,0.4,0.0,0.8,0.0,146.0,AA0323TKDTFB,AA0323,F16C0Y165
P019832,3.07,3.0,3.0,1.67,1.0,4.8,0.0,240.0,AA0323TKDTFB,AA0323,F16C0Y165
P019834,13.42,10.2,10.2,2.64,7.0,12.8,0.0,111.0,AA0325TKDTFB,AA0325,F16C0Y165
P019835,0.96,1.0,1.0,0.89,0.0,2.0,0.0,218.0,AA0325TKDTFB,AA0325,F16C0Y165
P019836,5.65,6.6,6.6,2.06,3.6,8.8,0.0,135.0,AA0325TKDTFB,AA0325,F16C0Y165
P019837,11.05,13.0,13.0,2.68,10.4,17.0,0.0,154.0,AA0325TKDTFB,AA0325,F16C0Y165
P019838,0.67,0.4,0.4,0.49,0.0,1.0,0.0,234.0,AA0325TKDTFB,AA0325,F16C0Y165
P019839,11.64,12.4,12.4,0.8,11.2,13.0,0.0,172.0,AA0325TKDTFB,AA0325,F16C0Y165
P019841,82.66,80.2,80.2,11.53,68.4,96.2,0.0,86.0,AA0325TKDTFB,AA0325,F16C0Y165
P019842,4.7,5.0,5.0,1.55,2.6,6.0,0.0,146.0,AA0325TKDTFB,AA0325,F16C0Y165
P019843,1.54,1.2,1.2,0.98,0.2,2.6,0.0,240.0,AA0325TKDTFB,AA0325,F16C0Y165
P019845,14.36,16.0,16.0,3.29,12.2,20.4,0.0,111.0,AA0327TKDTFB,AA0327,F16C0Y165
P019846,1.22,0.8,0.8,0.98,0.0,2.0,0.0,218.0,AA0327TKDTFB,AA0327,F16C0Y165
P019847,0.89,0.6,0.6,0.49,0.0,1.0,0.0,135.0,AA0327TKDTFB,AA0327,F16C0Y165
P019848,14.03,14.0,14.0,1.67,12.2,16.0,0.0,154.0,AA0327TKDTFB,AA0327,F16C0Y165
P019849,0.84,0.8,0.8,0.98,0.0,2.0,0.0,234.0,AA0327TKDTFB,AA0327,F16C0Y165
P019850,19.26,20.6,20.6,3.93,15.4,24.8,0.0,172.0,AA0327TKDTFB,AA0327,F16C0Y165
P019852,88.71,76.0,75.0,8.32,68.4,87.8,1.0,86.0,AA0327TKDTFB,AA0327,F16C0Y165
P019853,0.33,0.0,0.0,0.0,0.0,0.0,0.0,146.0,AA0327TKDTFB,AA0327,F16C0Y165
P019854,3.35,2.4,2.4,1.2,1.0,3.8,0.0,240.0,AA0327TKDTFB,AA0327,F16C0Y165
P019856,20.43,19.6,19.6,1.36,18.2,21.6,0.0,111.0,AA0329TKDTFB,AA0329,F16C0Y165
P019857,0.26,0.4,0.4,0.8,0.0,1.6,0.0,218.0,AA0329TKDTFB,AA0329,F16C0Y165
P019859,23.48,27.0,27.0,6.23,19.4,34.8,0.0,154.0,AA0329TKDTFB,AA0329,F16C0Y165
P019860,3.91,4.2,4.2,1.47,2.2,5.8,0.0,234.0,AA0329TKDTFB,AA0329,F16C0Y165
P019861,33.49,34.2,34.2,1.47,33.0,36.4,0.0,172.0,AA0329TKDTFB,AA0329,F16C0Y165
P019863,70.36,65.8,60.6,3.38,57.0,65.2,5.2,86.0,AA0329TKDTFB,AA0329,F16C0Y165
P019865,6.36,5.2,5.2,0.4,5.0,5.8,0.0,240.0,AA0329TKDTFB,AA0329,F16C0Y165
P019872,0.23,0.2,0.2,0.4,0.0,0.8,0.0,172.0,BA2174QEYTFB -> AA0401TKDQEY,BA2174 -> AA0401,F12C12Y48 -> F0C0Y76
P019874,3.55,4.0,2.2,2.71,0.0,5.8,1.8,86.0,BA2174QEYTFB -> AA0401TKDQEY,BA2174 -> AA0401,F12C12Y48 -> F0C0Y76
P019877,0.03,0.0,0.0,0.0,0.0,0.0,0.0,253.0,BA2018QEYTFB -> AA0403TKDQEY,BA2018 -> AA0403,F16C0Y165 -> F16C0Y165
P019878,1.5,2.2,2.2,0.75,1.2,3.0,0.0,111.0,BA2018QEYTFB -> AA0403TKDQEY,BA2018 -> AA0403,F16C0Y165 -> F16C0Y165
P019879,1.34,0.8,0.8,0.98,0.0,2.0,0.0,218.0,BA2018QEYTFB -> AA0403TKDQEY,BA2018 -> AA0403,F16C0Y165 -> F16C0Y165
P019880,1.5,2.2,2.2,0.75,1.2,3.0,0.0,135.0,BA2018QEYTFB -> AA0403TKDQEY,BA2018 -> AA0403,F16C0Y165 -> F16C0Y165
P019881,1.5,1.2,1.2,0.4,1.0,1.8,0.0,154.0,BA2018QEYTFB -> AA0403TKDQEY,BA2018 -> AA0403,F16C0Y165 -> F16C0Y165
P019882,1.34,0.8,0.8,1.17,0.0,2.6,0.0,234.0,BA2018QEYTFB -> AA0403TKDQEY,BA2018 -> AA0403,F16C0Y165 -> F16C0Y165
P019883,1.41,2.0,2.0,0.63,1.2,2.8,0.0,172.0,BA2018QEYTFB -> AA0403TKDQEY,BA2018 -> AA0403,F16C0Y165 -> F16C0Y165
P019885,2.32,3.0,3.0,0.63,2.2,3.8,0.0,86.0,BA2018QEYTFB -> AA0403TKDQEY,BA2018 -> AA0403,F16C0Y165 -> F16C0Y165
P019886,1.5,1.8,1.8,1.72,0.2,4.4,0.0,146.0,BA2018QEYTFB -> AA0403TKDQEY,BA2018 -> AA0403,F16C0Y165 -> F16C0Y165
P019887,0.31,0.8,0.8,0.75,0.0,1.8,0.0,240.0,BA2018QEYTFB -> AA0403TKDQEY,BA2018 -> AA0403,F16C0Y165 -> F16C0Y165
P019889,0.03,0.0,0.0,0.0,0.0,0.0,0.0,111.0,BA2068QEYTFB -> AA0403TKDQEY,BA2068 -> AA0403,F0C0Y76 -> F16C0Y165
P019896,3.39,3.4,3.4,0.49,3.0,4.0,0.0,86.0,BA2068QEYTFB -> AA0403TKDQEY,BA2068 -> AA0403,F0C0Y76 -> F16C0Y165
P019900,4.32,3.8,2.8,2.14,0.2,5.6,1.0,162.0,BA2024TFBZWS -> AA0227TKDTFB,BA2024 -> super_AA0227,F0C0Y76 -> F16C0Y165
P019902,6.32,8.2,8.2,2.32,5.4,11.4,0.0,192.0,BA2024TFBZWS -> AA0227TKDTFB,BA2024 -> super_AA0227,F0C0Y76 -> F16C0Y165
P019903,0.56,0.8,0.8,1.6,0.0,3.2,0.0,212.0,BA2024TFBZWS -> AA0227TKDTFB,BA2024 -> super_AA0227,F0C0Y76 -> F16C0Y165
P019911,0.67,0.6,0.6,0.49,0.0,1.0,0.0,162.0,BA2266TFBZWS -> AA0323TKDTFB,BA2266 -> AA0323,F16C0Y165 -> F16C0Y165
P019916,0.32,0.4,0.4,0.49,0.0,1.0,0.0,121.0,BA2266TFBZWS -> AA0323TKDTFB,BA2266 -> AA0323,F16C0Y165 -> F16C0Y165
P019919,0.23,0.6,0.6,0.49,0.0,1.0,0.0,208.0,BA2266TFBZWS -> AA0323TKDTFB,BA2266 -> AA0323,F16C0Y165 -> F16C0Y165
P019922,0.43,0.6,0.6,0.8,0.0,1.8,0.0,162.0,BA2314TFBZWS -> AA0325TKDTFB,BA2314 -> AA0325,F16C0Y165 -> F16C0Y165
P019924,0.67,0.6,0.6,0.8,0.0,1.8,0.0,192.0,BA2314TFBZWS -> AA0325TKDTFB,BA2314 -> AA0325,F16C0Y165 -> F16C0Y165
P019925,0.97,0.8,0.8,0.75,0.0,1.8,0.0,212.0,BA2314TFBZWS -> AA0325TKDTFB,BA2314 -> AA0325,F16C0Y165 -> F16C0Y165
P019929,0.49,0.6,0.6,0.49,0.0,1.0,0.0,144.0,BA2314TFBZWS -> AA0325TKDTFB,BA2314 -> AA0325,F16C0Y165 -> F16C0Y165
P019933,0.21,0.2,0.2,0.4,0.0,0.8,0.0,162.0,BA2242TFBZWS -> AA0327TKDTFB,BA2242 -> AA0327,F0C0Y76 -> F16C0Y165
P019938,0.33,0.2,0.2,0.4,0.0,0.8,0.0,121.0,BA2242TFBZWS -> AA0327TKDTFB,BA2242 -> AA0327,F0C0Y76 -> F16C0Y165
P019946,0.31,0.0,0.0,0.0,0.0,0.0,0.0,192.0,BA2204TFBZWS -> AA0329TKDTFB,BA2204 -> AA0329,F0C0Y72 -> F16C0Y165
P019952,0.2,0.2,0.2,0.4,0.0,0.8,0.0,208.0,BA2204TFBZWS -> AA0329TKDTFB,BA2204 -> AA0329,F0C0Y72 -> F16C0Y165
P019955,0.73,1.4,1.4,1.36,0.2,3.4,0.0,162.0,BA2232QEYZWS -> AA0401TKDQEY,BA2232 -> AA0401,F12C12Y48 -> F0C0Y76
P019957,0.33,0.6,0.6,0.8,0.0,1.8,0.0,192.0,BA2232QEYZWS -> AA0401TKDQEY,BA2232 -> AA0401,F12C12Y48 -> F0C0Y76
P019958,1.03,1.2,1.2,0.75,0.2,2.0,0.0,212.0,BA2232QEYZWS -> AA0401TKDQEY,BA2232 -> AA0401,F12C12Y48 -> F0C0Y76
P019962,0.21,0.0,0.0,0.0,0.0,0.0,0.0,144.0,BA2232QEYZWS -> AA0401TKDQEY,BA2232 -> AA0401,F12C12Y48 -> F0C0Y76
P019967,0.42,0.4,0.4,0.8,0.0,1.6,0.0,194.0,AA0698TFBHFH -> AA0317TGPTFB -> AA0225TKETGP,AA0698 -> super_AA0317 -> super_AA0225,F16C0Y165 -> F16C0Y165 -> F16C0Y165
P019971,1.43,0.8,0.2,0.4,0.0,0.8,0.6,84.0,AA0698TFBHFH -> AA0317TGPTFB -> AA0225TKETGP,AA0698 -> super_AA0317 -> super_AA0225,F16C0Y165 -> F16C0Y165 -> F16C0Y165
P019979,2.21,1.4,1.4,1.2,0.0,2.8,0.0,185.0,AA0698TFBHFH -> AA0233TKETFB,AA0698,F16C0Y165
P019982,0.37,0.2,0.2,0.4,0.0,0.8,0.0,84.0,AA0698TFBHFH -> AA0233TKETFB,AA0698,F16C0Y165
P019985,1.26,1.8,1.8,0.98,1.0,3.0,0.0,193.0,AA0698TFBHFH -> AA0233TKETFB,AA0698,F16C0Y165
P019989,0.75,1.2,1.2,0.98,0.2,2.6,0.0,194.0,BA2138TFBHFH -> AA0233TKETFB,BA2138,F0C0Y76
P019990,4.37,3.4,3.4,2.15,0.4,5.8,0.0,185.0,BA2138TFBHFH -> AA0233TKETFB,BA2138,F0C0Y76
P019991,0.74,0.6,0.6,0.8,0.0,1.8,0.0,206.0,BA2138TFBHFH -> AA0233TKETFB,BA2138,F0C0Y76
P019992,0.71,0.4,0.4,0.49,0.0,1.0,0.0,230.0,BA2138TFBHFH -> AA0233TKETFB,BA2138,F0C0Y76
P019993,0.74,0.8,0.8,0.4,0.2,1.0,0.0,84.0,BA2138TFBHFH -> AA0233TKETFB,BA2138,F0C0Y76
P019996,3.07,2.6,2.6,1.36,1.2,4.6,0.0,193.0,BA2138TFBHFH -> AA0233TKETFB,BA2138,F0C0Y76
P019997,0.66,0.6,0.6,0.8,0.0,1.8,0.0,131.0,BA2138TFBHFH -> AA0233TKETFB,BA2138,F0C0Y76
P019998,1.28,1.8,1.8,0.4,1.2,2.0,0.0,320.0,AA0251TKEMBY,AA0251,F16C0Y165
P019999,19.84,21.6,0.0,0.0,0.0,0.0,21.6,126.0,AA0251TKEMBY,AA0251,F16C0Y165
P020000,10.69,10.4,10.4,3.38,6.6,15.2,0.0,270.0,AA0251TKEMBY,AA0251,F16C0Y165
P020001,62.95,61.4,37.8,8.21,25.2,44.4,23.6,148.0,AA0251TKEMBY,AA0251,F16C0Y165
P020002,22.43,24.6,24.6,3.2,20.4,28.4,0.0,195.0,AA0251TKEMBY,AA0251,F16C0Y165
P020003,8.65,9.0,9.0,2.83,6.2,13.2,0.0,288.0,AA0251TKEMBY,AA0251,F16C0Y165
P020004,15.27,18.4,18.4,4.08,14.0,23.6,0.0,179.0,AA0251TKEMBY,AA0251,F16C0Y165
P020006,12.89,11.8,0.0,0.0,0.0,0.0,11.8,116.0,AA0251TKEMBY,AA0251,F16C0Y165
P020007,50.76,50.8,50.8,6.55,41.8,58.4,0.0,170.0,AA0251TKEMBY,AA0251,F16C0Y165
P020008,0.82,0.4,0.4,0.49,0.0,1.0,0.0,256.0,AA0251TKEMBY,AA0251,F16C0Y165
P020010,18.99,17.4,16.2,3.19,11.4,18.8,1.2,126.0,AA0255TKEMBY,AA0255,F16C0Y165
P020011,4.82,4.6,4.6,1.5,2.4,6.0,0.0,270.0,AA0255TKEMBY,AA0255,F16C0Y165
P020012,74.23,74.8,74.8,5.64,68.2,81.6,0.0,148.0,AA0255TKEMBY,AA0255,F16C0Y165
P020013,23.3,19.4,19.4,4.27,14.4,25.2,0.0,195.0,AA0255TKEMBY,AA0255,F16C0Y165
P020014,6.41,5.8,5.8,2.04,3.4,8.6,0.0,288.0,AA0255TKEMBY,AA0255,F16C0Y165
P020015,8.02,6.8,6.8,3.31,2.4,10.6,0.0,179.0,AA0255TKEMBY,AA0255,F16C0Y165
P020016,1.0,0.8,0.8,0.75,0.0,1.8,0.0,302.0,AA0255TKEMBY,AA0255,F16C0Y165
P020017,0.59,0.2,0.2,0.4,0.0,0.8,0.0,116.0,AA0255TKEMBY,AA0255,F16C0Y165
P020018,13.44,12.6,12.6,0.8,12.0,13.8,0.0,170.0,AA0255TKEMBY,AA0255,F16C0Y165
