Leg,Task,Origin,Destination,Parent_Task,Assigned_Fleet,Seat_Capacity,Expected_Passengers,Total_Passengers,Expected_Load(%),Load_Factor(%),Bottleneck_Freq(%),Expected_Shadow_Price,Shadow_Price,Attributed_Revenue,Revenue_Contribution,Revenue_Per_Pax,Product_Count,Value_Score,Recommendation_Tag,Recommendation_Reason
AA0600TFBMBT,AA0600,TFB,MBT,AA0600,F16C0Y165,165,105.8,105.8,64.12,64.12,0.0,0.0,0.0,12137.5,12137.5,114.72,10,12137.5,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
AA0080BODTFB,AA0080,BOD,TFB,AA0080,F0C0Y76,76,68.4,68.4,90.0,90.0,0.0,0.0,0.0,12124.17,12124.17,177.25,68,12124.17,Keep,This leg does not currently exhibit a strong adjustment signal.
AA0190GBJBOD,AA0190,GBJ,BOD,AA0190,F0C0Y76,76,74.6,74.6,98.16,98.16,80.0,17.2,17.2,10814.2,10814.2,144.96,18,12121.4,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0098BODTFB,AA0098,BOD,TFB,AA0098,F0C0Y76,76,56.4,56.4,74.21,74.21,0.0,0.0,0.0,12072.89,12072.89,214.06,32,12072.89,Keep,This leg does not currently exhibit a strong adjustment signal.
BA2614TGPQEY,BA2614,TGP,QEY,BA2614,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,19.56,19.56,10547.7,10547.7,138.79,31,12034.26,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2266TFBZWS,BA2266,TFB,ZWS,BA2266,F16C0Y165,165,94.2,94.2,57.09,57.09,0.0,0.0,0.0,12013.1,12013.1,127.53,79,12013.1,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
BA2442SOPTFB,BA2442,SOP,TFB,BA2442,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,20.92,20.92,10413.9,10413.9,137.03,41,12003.82,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0520TFBCVS,AA0520,TFB,CVS,AA0520,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,20.8,20.8,10401.1,10401.1,136.86,37,11981.9,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0182GBJBOD,AA0182,GBJ,BOD,AA0182,F0C0Y76,76,74.6,74.6,98.16,98.16,60.0,11.04,11.04,11142.3,11142.3,149.36,33,11981.34,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2445HFHTFB,BA2445,HFH,TFB,BA2445,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,16.76,16.76,10705.63,10705.63,140.86,44,11979.39,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2348TFBNTP,BA2348,TFB,NTP,BA2348,F16C0Y165,165,95.2,95.2,57.7,57.7,0.0,0.0,0.0,11973.9,11973.9,125.78,49,11973.9,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
AA0252MBYTKE,AA0252,MBY,TKE,AA0252,F16C0Y165,165,98.8,98.8,59.88,59.88,0.0,0.0,0.0,11956.9,11956.9,121.02,23,11956.9,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
AA3473MHCTFB,AA3473,MHC,TFB,AA3473,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,18.36,18.36,10500.1,10500.1,138.16,18,11895.46,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0573TBOQEY,AA0573,TBO,QEY,AA0573,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,20.68,20.68,10160.4,10160.4,133.69,26,11732.08,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2390TFBCPJ,BA2390,TFB,CPJ,BA2390,F16C0Y165,165,117.8,117.8,71.39,71.39,0.0,0.0,0.0,11720.6,11720.6,99.5,55,11720.6,Keep,This leg does not currently exhibit a strong adjustment signal.
AA0055CSXBOD,AA0055,CSX,BOD,super_AA0055,F12C12Y48,48,43.4,43.4,90.42,90.42,20.0,7.04,7.04,11363.8,11363.8,261.84,18,11701.72,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0312TFBTGP,AA0312,TFB,TGP,super_AA0312,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,17.6,17.6,10352.2,10352.2,136.21,20,11689.8,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0494TFBTBO,AA0494,TFB,TBO,AA0494,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,18.6,18.6,10262.7,10262.7,135.04,35,11676.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0585TOBQEY,AA0585,TOB,QEY,AA0585,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,17.0,17.0,10279.0,10279.0,135.25,9,11571.0,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA3455CVSQEY,AA3455,CVS,QEY,AA3455,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,18.56,18.56,10098.6,10098.6,132.88,27,11509.16,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0401TKDQEY,AA0401,TKD,QEY,AA0401,F0C0Y76,76,75.2,75.2,98.95,98.95,80.0,13.76,13.76,10433.3,10433.3,138.74,22,11479.06,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2542TFBZFH,BA2542,TFB,ZFH,BA2542,F0C0Y76,76,73.2,73.2,96.32,96.32,60.0,13.4,13.4,10453.77,10453.77,142.81,46,11472.17,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0189BODGBJ,AA0189,BOD,GBJ,AA0189,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,13.56,13.56,10436.7,10436.7,137.33,93,11467.26,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0712ZWSMBY,AA0712,ZWS,MBY,AA0712,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,23.2,23.2,9698.1,9698.1,127.61,9,11461.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2448SOPTFB,BA2448,SOP,TFB,BA2448,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,19.44,19.44,9891.7,9891.7,130.15,22,11369.14,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA3454QEYCVS,AA3454,QEY,CVS,AA3454,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,16.6,16.6,10044.9,10044.9,132.17,21,11306.5,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2485CMJTFB,BA2485,CMJ,TFB,BA2485,F16C0Y165,165,137.2,137.2,83.15,83.15,20.0,0.52,0.52,11195.3,11195.3,81.6,116,11281.1,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0347PBLTFB,AA0347,PBL,TFB,AA0347,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,17.08,17.08,9946.9,9946.9,130.88,36,11244.98,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2284TFBGDB,BA2284,TFB,GDB,BA2284,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,18.28,18.28,9818.74,9818.74,129.19,48,11208.02,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2475TUTMBY,BA2475,TUT,MBY,super_BA2475,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,15.4,15.4,10001.8,10001.8,131.6,11,11172.2,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2488TFBCMJ,BA2488,TFB,CMJ,BA2488,F16C0Y165,165,147.6,147.6,89.45,89.45,20.0,0.36,0.36,11083.97,11083.97,75.09,110,11143.37,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0104BODTFB,AA0104,BOD,TFB,AA0104,F0C0Y76,76,47.4,47.4,62.37,62.37,0.0,0.0,0.0,11117.1,11117.1,234.54,13,11117.1,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
AA0114BODTFB,AA0114,BOD,TFB,AA0114,F0C0Y76,76,63.6,63.6,83.68,83.68,0.0,0.0,0.0,11099.5,11099.5,174.52,92,11099.5,Keep,This leg does not currently exhibit a strong adjustment signal.
BA2634TGPQEY,BA2634,TGP,QEY,BA2634,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,18.72,18.72,9676.7,9676.7,127.33,21,11099.42,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0388QEYTGP,AA0388,QEY,TGP,AA0388,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,16.4,16.4,9838.2,9838.2,129.45,16,11084.6,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0516TFBTOB,AA0516,TFB,TOB,AA0516,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,17.8,17.8,9721.2,9721.2,127.91,20,11074.0,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2148TFBCPJ,BA2148,TFB,CPJ,BA2148,F16C0Y165,165,117.2,117.2,71.03,71.03,0.0,0.0,0.0,11031.1,11031.1,94.12,37,11031.1,Keep,This leg does not currently exhibit a strong adjustment signal.
BA2259TFBSOP,BA2259,TFB,SOP,BA2259,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,19.4,19.4,9553.2,9553.2,125.7,38,11027.6,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0518TFBTOB,AA0518,TFB,TOB,AA0518,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,17.8,17.8,9536.6,9536.6,125.48,18,10889.4,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2635QEYTGP,BA2635,QEY,TGP,super_BA2635,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,16.4,16.4,9633.8,9633.8,126.76,16,10880.2,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2420MBYNGS,BA2420,MBY,NGS,BA2420,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,19.28,19.28,9395.4,9395.4,123.62,10,10860.68,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2546TKDQEY,BA2546,TKD,QEY,BA2546,F0C0Y76,76,72.8,72.8,95.79,95.79,60.0,11.04,11.04,9962.3,9962.3,136.84,17,10801.34,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2637TFBPBL,BA2637,TFB,PBL,BA2637,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,14.84,14.84,9649.0,9649.0,126.96,16,10776.84,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2383ZZKTFB,BA2383,ZZK,TFB,BA2383,F16C0Y165,165,100.6,100.6,60.97,60.97,0.0,0.0,0.0,10746.2,10746.2,106.82,35,10746.2,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
BA2571QEYPBL,BA2571,QEY,PBL,BA2571,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,15.68,15.68,9548.2,9548.2,125.63,24,10739.88,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2429ZMXTFB,BA2429,ZMX,TFB,BA2429,F0C0Y76,76,74.0,74.0,97.37,97.37,60.0,8.88,8.88,10042.1,10042.1,135.7,34,10716.98,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2092QEYTFB,BA2092,QEY,TFB,super_BA2092,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,20.56,20.56,9128.8,9128.8,120.12,192,10691.36,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2024TFBZWS,BA2024,TFB,ZWS,BA2024,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,17.64,17.64,9255.7,9255.7,121.79,61,10596.34,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0062GBJBOD,AA0062,GBJ,BOD,super_AA0062,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,17.0,17.0,9299.47,9299.47,122.36,18,10591.47,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2408TFBZWS,BA2408,TFB,ZWS,BA2408,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,15.96,15.96,9375.2,9375.2,123.36,49,10588.16,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2396TFBNTP,BA2396,TFB,NTP,BA2396,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,15.0,15.0,9436.6,9436.6,124.17,58,10576.6,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0646CMJMBT,AA0646,CMJ,MBT,AA0646,F16C0Y165,165,123.8,123.8,75.03,75.03,0.0,0.0,0.0,10572.8,10572.8,85.4,4,10572.8,Keep,This leg does not currently exhibit a strong adjustment signal.
BA2532GBUQEY,BA2532,GBU,QEY,BA2532,F0C0Y76,76,71.8,71.8,94.47,94.47,60.0,8.4,8.4,9903.63,9903.63,137.93,26,10542.03,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2467TUTMBY,BA2467,TUT,MBY,BA2467,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,15.4,15.4,9327.6,9327.6,122.73,11,10498.0,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0498TFBTBO,AA0498,TFB,TBO,AA0498,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,14.88,14.88,9365.6,9365.6,123.23,29,10496.48,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0576QEYTBO,AA0576,QEY,TBO,AA0576,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,18.8,18.8,9066.5,9066.5,119.3,25,10495.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2523QEYTGP,BA2523,QEY,TGP,BA2523,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,16.4,16.4,9244.6,9244.6,121.64,16,10491.0,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0062LUOTFB,AA0062,LUO,TFB,super_AA0062,F0C0Y76,76,51.4,51.4,67.63,67.63,0.0,0.0,0.0,10471.6,10471.6,203.73,14,10471.6,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
AA0385TGPQEY,AA0385,TGP,QEY,AA0385,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,16.2,16.2,9217.8,9217.8,121.29,17,10449.0,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2011TFBNGS,BA2011,TFB,NGS,BA2011,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,13.28,13.28,9422.2,9422.2,123.98,46,10431.48,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0069TFBLUO,AA0069,TFB,LUO,super_AA0069,F12C12Y48,48,46.8,46.8,97.5,97.5,80.0,22.64,22.64,9302.0,9302.0,198.76,28,10388.72,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0561MBYQEY,AA0561,MBY,QEY,AA0561,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,16.8,16.8,9096.9,9096.9,119.7,27,10373.7,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA3461POUQEY,AA3461,POU,QEY,AA3461,F0C0Y76,76,68.8,68.8,90.53,90.53,20.0,2.48,2.48,10078.6,10078.6,146.49,20,10267.08,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0581TOBQEY,AA0581,TOB,QEY,AA0581,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,16.76,16.76,8986.8,8986.8,118.25,41,10260.56,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2459CAOTFB,BA2459,CAO,TFB,BA2459,F0C0Y76,76,69.6,69.6,91.58,91.58,20.0,0.0,0.0,10253.0,10253.0,147.31,32,10253.0,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2242TFBZWS,BA2242,TFB,ZWS,BA2242,F0C0Y76,76,74.4,74.4,97.89,97.89,80.0,11.88,11.88,9336.0,9336.0,125.48,49,10238.88,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0566QEYMBY,AA0566,QEY,MBY,AA0566,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,16.6,16.6,8958.9,8958.9,117.88,19,10220.5,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0699HFHTFB,AA0699,HFH,TFB,AA0699,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,16.44,16.44,8916.17,8916.17,117.32,102,10165.61,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0620QEYMBT,AA0620,QEY,MBT,AA0620,F16C0Y165,165,130.4,130.4,79.03,79.03,0.0,0.0,0.0,10162.1,10162.1,77.93,28,10162.1,Keep,This leg does not currently exhibit a strong adjustment signal.
AA0404QEYTKD,AA0404,QEY,TKD,AA0404,F0C0Y76,76,74.0,74.0,97.37,97.37,60.0,10.24,10.24,9292.9,9292.9,125.58,27,10071.14,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2237CPJTFB,BA2237,CPJ,TFB,BA2237,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,16.4,16.4,8818.6,8818.6,116.03,77,10065.0,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0346TFBPBL,AA0346,TFB,PBL,AA0346,F0C0Y76,76,75.8,75.8,99.74,99.74,80.0,12.96,12.96,9078.3,9078.3,119.77,21,10063.26,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0642TFBQIY,AA0642,TFB,QIY,AA0642,F0C0Y76,76,70.6,70.6,92.89,92.89,60.0,10.8,10.8,9200.43,9200.43,130.32,30,10021.23,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2015TFBQEY,BA2015,TFB,QEY,BA2015,F16C0Y165,165,96.6,96.6,58.55,58.55,0.0,0.0,0.0,10015.33,10015.33,103.68,79,10015.33,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
BA2509HFHTFB,BA2509,HFH,TFB,BA2509,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,14.12,14.12,8936.6,8936.6,117.59,57,10009.72,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2450QEYZWS,BA2450,QEY,ZWS,BA2450,F0C0Y76,76,73.2,73.2,96.32,96.32,40.0,3.52,3.52,9740.5,9740.5,133.07,26,10008.02,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA3460QEYPOU,AA3460,QEY,POU,AA3460,F0C0Y76,76,75.2,75.2,98.95,98.95,60.0,8.88,8.88,9294.4,9294.4,123.6,13,9969.28,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA3472TFBMHC,AA3472,TFB,MHC,AA3472,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,14.6,14.6,8856.7,8856.7,116.54,21,9966.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA3482TFBTCB,AA3482,TFB,TCB,AA3482,F0C0Y76,76,70.2,70.2,92.37,92.37,40.0,9.56,9.56,9224.5,9224.5,131.4,15,9951.06,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0708ZWSMBY,AA0708,ZWS,MBY,AA0708,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,10.0,10.0,9118.8,9118.8,119.98,13,9878.8,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2302TFBCJM,BA2302,TFB,CJM,BA2302,F0C0Y76,76,73.2,73.2,96.32,96.32,60.0,4.88,4.88,9489.8,9489.8,129.64,36,9860.68,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2369HFHTFB,BA2369,HFH,TFB,BA2369,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,14.96,14.96,8723.27,8723.27,114.78,91,9860.23,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2638PBLTFB,BA2638,PBL,TFB,BA2638,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,16.2,16.2,8603.5,8603.5,113.2,38,9834.7,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0312TGPQTQ,AA0312,TGP,QTQ,super_AA0312,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,15.68,15.68,8620.1,8620.1,113.42,13,9811.78,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0046CFUBOD,AA0046,CFU,BOD,AA0046,F0C0Y76,76,45.4,45.4,59.74,59.74,0.0,0.0,0.0,9773.0,9773.0,215.26,8,9773.0,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
BA2517QEYTGP,BA2517,QEY,TGP,BA2517,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,16.4,16.4,8518.9,8518.9,112.09,21,9765.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0584QEYTOB,AA0584,QEY,TOB,AA0584,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,17.2,17.2,8435.0,8435.0,110.99,32,9742.2,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0691HFHTFB,AA0691,HFH,TFB,AA0691,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,15.24,15.24,8582.5,8582.5,112.93,65,9740.74,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2541QEYTNG,BA2541,QEY,TNG,BA2541,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,12.8,12.8,8745.17,8745.17,115.07,30,9717.97,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0060LUOTFB,AA0060,LUO,TFB,super_AA0060,F0C0Y76,76,47.8,47.8,62.89,62.89,0.0,0.0,0.0,9638.6,9638.6,201.64,13,9638.6,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
BA2543ZFHTFB,BA2543,ZFH,TFB,BA2543,F0C0Y76,76,61.6,61.6,81.05,81.05,0.0,0.0,0.0,9603.3,9603.3,155.9,30,9603.3,Keep,This leg does not currently exhibit a strong adjustment signal.
AA0234TGPTKE,AA0234,TGP,TKE,super_AA0234,F16C0Y165,165,66.2,66.2,40.12,40.12,0.0,0.0,0.0,9594.2,9594.2,144.93,8,9594.2,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
BA2573TFBQEY,BA2573,TFB,QEY,BA2573,F16C0Y165,165,112.4,112.4,68.12,68.12,0.0,0.0,0.0,9560.6,9560.6,85.06,72,9560.6,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
AA0060KOVLUO,AA0060,KOV,LUO,super_AA0060,F0C0Y76,76,60.8,60.8,80.0,80.0,0.0,0.0,0.0,9541.6,9541.6,156.93,17,9541.6,Keep,This leg does not currently exhibit a strong adjustment signal.
BA2280FVHTFB,BA2280,FVH,TFB,BA2280,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,5.96,5.96,9080.63,9080.63,119.48,85,9533.59,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA3474TFBMHC,AA3474,TFB,MHC,AA3474,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,14.6,14.6,8403.4,8403.4,110.57,15,9513.0,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0536TFBPOU,AA0536,TFB,POU,AA0536,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,18.0,18.0,8107.0,8107.0,106.67,31,9475.0,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2371HFHTFB,BA2371,HFH,TFB,BA2371,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,16.64,16.64,8200.93,8200.93,107.91,76,9465.57,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2472MBYTUT,BA2472,MBY,TUT,BA2472,F0C0Y76,76,75.6,75.6,99.47,99.47,80.0,12.16,12.16,8536.8,8536.8,112.92,11,9460.96,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2372TFBHFH,BA2372,TFB,HFH,BA2372,F0C0Y76,76,71.2,71.2,93.68,93.68,60.0,9.08,9.08,8732.1,8732.1,122.64,15,9422.18,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0450TFBMBY,AA0450,TFB,MBY,AA0450,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,17.56,17.56,8066.9,8066.9,106.14,35,9401.46,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2500TGPQEY,BA2500,TGP,QEY,BA2500,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,16.2,16.2,8140.7,8140.7,107.11,26,9371.9,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2093QEYNGS,BA2093,QEY,NGS,BA2093,F16C0Y165,165,117.8,117.8,71.39,71.39,0.0,0.0,0.0,9349.53,9349.53,79.37,68,9349.53,Keep,This leg does not currently exhibit a strong adjustment signal.
